Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000240770,C21orf91-OT1,0.0,-1.015952843747547,0.6909119679096908,0.0031854130052724077,2.8616313581238817,0.6164831273853919,0.0,0.8952922413361772,1.0,0.0,2.9887390388749804,1.0,0.0,5.317792320318158,1.0
ENSG00000154642,C21orf91,0.0996235294117647,-0.506939196259689,0.5128989927894505,0.13060193321616873,0.1664859396523033,1.0,0.16222868650704853,0.5790328965355074,0.5601710947182696,0.12868091972569584,0.1986621082492115,1.0,0.05858585858585858,-0.14163929831914013,1.0
ENSG00000244676,AL109761.1,0.0,-2.3378809386349095,0.20449987438376288,0.0,-0.46029673676348004,0.9852565331032264,0.012978294920563883,4.21722033622354,0.03358510767025301,0.0,1.6668109439876186,1.0,0.0,3.995864225430794,1.0
ENSG00000154645,CHODL,0.0,-1.600915344468703,0.5128989927894505,0.0031854130052724077,1.8616313581238817,0.7935095413366263,0.003244573730140971,1.8952922413361781,0.7671735746595035,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000237484,LINC01684,0.005458823529411764,-3.015952843747547,0.00012714358926682525,0.019112478031634447,-0.5789412332620989,0.89680335710206,0.06489147460281941,1.7026471633937819,0.05285095384991446,0.14037918515530454,2.689178757016072,0.03757527185498747,0.05858585858585858,1.8915275656160588,1.0
ENSG00000234883,MIR155HG,0.001364705882352941,-3.600915344468703,0.00031962412955703303,0.009556239015817224,-0.5978002605134147,0.9536123378619852,0.051913179682255534,2.812830081144205,0.002331533725750873,0.04679306171843485,1.9183497109835823,0.5937773575172951,0.0,1.6739361305434324,1.0
ENSG00000260583,AP000223.1,0.001364705882352941,-0.015952843747546908,1.0,0.0,0.2766688574027256,1.0,0.0,0.31032974061502117,1.0,0.011698265429608713,3.9887390388749804,0.6467409798141899,0.0,4.7328298195970016,1.0
ENSG00000154719,MRPL39,0.04912941176470588,-1.3456582892266282,0.01619222142035585,0.09556239015817224,0.18647104843114803,1.0,0.14925039158648465,1.0748416616668899,0.133173872723214,0.14037918515530454,0.8188140374326678,0.9254059239778787,0.23434343434343433,1.6739361305434322,1.0
ENSG00000154721,JAM2,0.0,-2.015952843747547,0.34357518732341874,0.0063708260105448155,2.4465938588450378,0.5116587819963642,0.0,-0.10470775866382276,1.0,0.011698265429608713,3.4037765381538243,0.7774602807091354,0.0,4.317792320318158,1.0
ENSG00000287109,AP000224.1,0.0,-1.015952843747547,0.6909119679096908,0.0,0.8616313581238817,1.0,0.0,0.8952922413361772,1.0,0.011698265429608713,4.98873903887498,0.5470168431925464,0.0,5.317792320318158,1.0
ENSG00000154723,ATP5PF,1.2214117647058822,0.046568240810511696,1.0,0.9938488576449913,-0.3412044151182468,0.9852565331032264,1.323786081897516,0.17785881683394011,0.9549053497467571,1.0294473578055667,-0.23683399211724626,1.0,2.8707070707070703,1.2269388898670432,1.0
ENSG00000154727,GABPA,0.11054117647058823,-0.015952843747546908,1.0,0.10830404217926187,-0.02031288035440504,1.0,0.10058178563437009,-0.1491018780222757,1.0,0.14037918515530454,0.45077401769099357,1.0,0.23434343434343433,1.3268374599211639,1.0
ENSG00000142192,APP,0.48992941176470584,1.3160289158037384,0.006302773143835829,0.0796353251318102,-2.335774379740537,0.002160119203170805,0.30498993063325125,-0.2072774923043701,1.0,0.24566357402178296,-0.4617224262577644,1.0,0.11717171717171716,-1.0630294636227742,1.0
ENSG00000233783,AP001442.1,0.002729411764705882,1.5690096569736092,0.6909119679096908,0.0,0.2766688574027256,1.0,0.0,0.31032974061502117,1.0,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000166265,CYYR1,0.002729411764705882,-1.015952843747547,0.5748592768548186,0.0,-1.1383686418761174,0.7935095413366263,0.016222868650704853,2.895292241336178,0.07317502325269704,0.0,0.9887390388749804,1.0,0.0,3.3177923203181567,1.0
ENSG00000154734,ADAMTS1,0.0,-2.3378809386349095,0.20449987438376288,0.012741652021089631,4.183559453011244,0.037804761171209206,0.0,-0.4266358535511854,0.9656565698234251,0.0,1.6668109439876186,1.0,0.0,3.995864225430794,1.0
ENSG00000154736,ADAMTS5,0.02592941176470588,3.3059752511398157,0.006366925928925261,0.0,-2.530686064654878,0.2668959286950123,0.003244573730140971,-1.4266358535511845,0.6709667921045204,0.0,-0.4035783839037794,1.0,0.0,1.925474897539397,1.0
ENSG00000232079,LINC01697,0.0,-1.015952843747547,0.6909119679096908,0.0031854130052724077,2.8616313581238817,0.6164831273853919,0.0,0.8952922413361772,1.0,0.0,2.9887390388749804,1.0,0.0,5.317792320318158,1.0
ENSG00000232855,AF165147.1,0.0,-2.600915344468703,0.13161943400069195,0.012741652021089631,3.1835594530112443,0.09819734057703586,0.0,-0.6896702593849788,0.9656565698234251,0.0,1.4037765381538243,1.0,0.05858585858585858,4.995864225430794,1.0
ENSG00000156239,N6AMT1,0.01228235294117647,-1.4489122510236525,0.08086714676351298,0.019112478031634447,-0.2379043154270315,1.0,0.0551577534123965,1.817289729334905,0.05244648912754507,0.035094796288826134,0.944344919516527,1.0,0.0,1.1478673188758446,1.0
ENSG00000198862,LTN1,0.16785882352941175,-0.05044122013283747,1.0,0.10193321616871705,-0.86215884729459,0.5348015143350413,0.223875587379727,0.5247293711979388,0.5601710947182696,0.22226704316256551,0.458918092346285,1.0,0.3515151515151515,1.1944099048128745,1.0
ENSG00000156253,RWDD2B,0.020470588235294115,-0.7708403459110151,0.4182371593038001,0.050966608084358524,1.24865448123313,0.25765505298361113,0.016222868650704853,-0.729198623571615,0.7671735746595035,0.035094796288826134,0.7033368200127326,1.0,0.11717171717171716,2.58082672615195,1.0
ENSG00000273254,AF129075.2,0.001364705882352941,-2.015952843747547,0.17716383055303928,0.0,-1.3082936433184305,0.8176529458382608,0.022712016110986794,3.895292241336178,0.006660505536267486,0.0,0.8188140374326682,1.0,0.0,3.1478673188758446,1.0
ENSG00000156256,USP16,0.3575529411764706,-0.15195953695592324,0.8222010227515342,0.3567662565905097,-0.0962668089962877,1.0,0.447751174759454,0.32423534264023957,0.7671735746595035,0.4094392900363049,0.14743678489403855,1.0,0.17575757575757575,-0.7802397626423698,1.0
ENSG00000156261,CCT8,0.6209411764705882,-0.24105455234198125,0.6909119679096908,0.640268014059754,-0.100376984631809,1.0,0.895502349518908,0.5333009764189683,0.5355971379836578,0.4679306171843485,-0.5424522054051952,1.0,0.8787878787878787,0.3914963255370454,1.0
ENSG00000231125,AF129075.1,0.002729411764705882,1.5690096569736092,0.6909119679096908,0.0,0.2766688574027256,1.0,0.0,0.31032974061502117,1.0,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000286018,AF129075.3,0.002729411764705882,-1.600915344468703,0.2901366286803485,0.0031854130052724077,-0.46029673676348004,1.0,0.016222868650704853,1.8952922413361781,0.29148640890893013,0.023396530859217425,2.4037765381538243,0.6956333913732823,0.0,2.8583607016808594,1.0
ENSG00000156265,MAP3K7CL,0.24974117647058822,1.2408225716145647,0.13161943400069195,0.18475395430579966,0.08606292473392907,1.0,0.025956589841127767,-2.912062680721426,0.04026242070518848,0.10528438886647841,-0.6608764201884294,1.0,0.05858585858585858,-0.6990159673683967,1.0
ENSG00000215533,LINC00189,0.016376470588235294,2.6844868743935457,0.0334304328181107,0.0,-1.945723563933722,0.4945238882623912,0.0,-1.9120626807214265,0.4255253345649768,0.0,0.18138411681737665,1.0,0.05858585858585858,3.617352602177065,1.0
ENSG00000156273,BACH1,0.532235294117647,2.737090958432233,1.5894557237004843e-09,0.09237697715289983,-1.9422844799669505,0.010716823954171421,0.051913179682255534,-2.772132419576951,0.000268233999290675,0.11698265429608712,-1.326616402088896,1.0,0.11717171717171716,-0.8981450788809919,1.0
ENSG00000248476,BACH1-IT1,0.006823529411764706,0.9840471562524531,0.6909119679096908,0.0,-1.1383686418761174,0.7935095413366263,0.0,-1.1047077586638228,0.7671735746595035,0.023396530859217425,2.9887390388749804,0.5758244892082302,0.0,3.3177923203181567,1.0
ENSG00000273017,AP000240.1,0.04230588235294117,1.814122154810141,0.03294225249506113,0.0,-3.46029673676348,0.03185597413688418,0.019467442380845825,-0.38481567785655724,1.0,0.023396530859217425,0.32577402615255124,1.0,0.0,0.9958642254307941,1.0
ENSG00000232118,BACH1-AS1,0.001364705882352941,-0.015952843747546908,1.0,0.0031854130052724077,1.8616313581238817,0.7935095413366263,0.0,0.31032974061502117,1.0,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000228817,BACH1-IT2,0.01228235294117647,2.3059752511398157,0.12109217289423803,0.0031854130052724077,-0.46029673676348004,1.0,0.0,-1.56413937730112,0.6664192704362643,0.0,0.5293074202376831,1.0,0.0,2.8583607016808594,1.0
ENSG00000273464,AP000238.1,0.001364705882352941,-0.015952843747546908,1.0,0.0,0.2766688574027256,1.0,0.003244573730140971,1.8952922413361781,0.7671735746595035,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000156299,TIAM1,0.24428235294117645,1.1904980337198796,0.019219148573724514,0.11467486818980668,-0.716817835638599,0.6170876479481612,0.12329380174535688,-0.5940925994027473,0.7478050121549487,0.023396530859217425,-2.4206518972627213,0.6182383340380203,0.05858585858585858,-0.6822076796818428,1.0
ENSG00000237594,AP000251.1,0.0,-1.015952843747547,0.6909119679096908,0.0,0.8616313581238817,1.0,0.003244573730140971,2.895292241336178,0.5601710947182696,0.0,2.9887390388749804,1.0,0.0,5.317792320318158,1.0
ENSG00000234509,AP000253.1,0.0,-2.3378809386349095,0.2930976932363598,0.012741652021089631,4.183559453011244,0.0963603623578649,0.0,-0.4266358535511854,1.0,0.0,1.6668109439876186,1.0,0.0,3.995864225430794,1.0
ENSG00000142168,SOD1,0.5840941176470588,-1.3913568835899608,0.0013917338978612262,1.328317223198594,0.43456416998383934,0.6545767792571316,1.8202058626090845,1.0930806225545333,0.05244648912754507,1.333602258975393,0.3554594703435919,1.0,1.1717171717171717,0.13930530537242025,1.0
ENSG00000273271,AP000254.2,0.013647058823529411,0.8585162741685943,0.6268426737618759,0.009556239015817224,0.16119163998278996,1.0,0.006489147460281942,-0.3271001800002695,1.0,0.0,-0.01126096112501962,1.0,0.0,2.3177923203181567,1.0
ENSG00000156304,SCAF4,0.18832941176470586,-0.13541651034911828,0.8731560012549086,0.17838312829525485,-0.16966477236565636,1.0,0.15898411277690755,-0.36774216449761576,0.9626232711645675,0.4796288826139572,1.4268601512668655,0.30967965065834574,0.23434343434343433,0.48490230615341523,1.0
ENSG00000273091,AP000255.1,0.001364705882352941,0.9840471562524531,1.0,0.0,0.8616313581238817,1.0,0.0,0.8952922413361772,1.0,0.0,2.9887390388749804,1.0,0.0,5.317792320318158,1.0
ENSG00000159055,MIS18A,0.03411764705882352,-0.44479614255142064,0.6909119679096908,0.038224956063268895,-0.022891424456180864,1.0,0.04866860595211456,0.40343914500650335,0.8949754603201812,0.07018959257765227,1.0412064587691163,0.8544269984376065,0.05858585858585858,1.435149270956316,1.0
ENSG00000227256,MIS18A-AS1,0.0,-1.015952843747547,0.6909119679096908,0.0,0.8616313581238817,1.0,0.003244573730140971,2.895292241336178,0.5601710947182696,0.0,2.9887390388749804,1.0,0.0,5.317792320318158,1.0
ENSG00000142207,URB1,0.02865882352941176,-0.4634118207187683,0.6909119679096908,0.054152021089630936,0.9440935183158548,0.5004965120550884,0.012978294920563883,-1.3373685154540977,0.3570549739622578,0.07018959257765227,1.3042408646029098,0.6956333913732823,0.11717171717171716,2.2880449769241045,1.0
