Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value
ENSG00000185272,RBM11,0.0,-4.600915344468703,7.10408880166207e-05,0.0031854130052724077,-1.6619305979331305,0.5359481559205407,0.06489147460281941,4.287609664114938,1.2927526704503798e-05,0.023396530859217425,1.1142699209588391,1.0,0.0,1.7328298195970007,1.0
ENSG00000155304,HSPA13,0.05595294117647058,-0.6680295403272396,0.36688523405150564,0.050966608084358524,-0.5587004408244738,0.8176529458382608,0.13627209666592077,1.2991891830098212,0.06315196759671585,0.05849132714804356,-0.09872380237535916,1.0,0.11717171717171716,1.1885093033731904,1.0
ENSG00000155307,SAMSN1,0.2784,0.3967407150629978,0.579283257957239,0.2389059753954306,-0.03509937126441409,1.0,0.21089729245916308,-0.2550704937276167,1.0,0.08188785800726098,-1.46658818142958,1.0,0.3515151515151515,0.6657156237384638,1.0
ENSG00000281903,LINC02246,0.0,-1.600915344468703,0.5128989927894505,0.0031854130052724077,1.8616313581238817,0.7935095413366263,0.003244573730140971,1.8952922413361781,0.7671735746595035,0.0,2.4037765381538243,1.0,0.0,4.7328298195970016,1.0
ENSG00000180530,NRIP1,0.22517647058823528,1.055305839422275,0.05020973522112991,0.11467486818980668,-0.6293549943882595,0.7313643719445612,0.110315506824793,-0.6896702593849784,0.6345627820199112,0.08188785800726098,-0.9000042100232784,1.0,0.05858585858585858,-0.6070201832876241,1.0
ENSG00000229425,AJ009632.2,0.0,-2.600915344468703,0.288067476262739,0.0,-0.7233311425972735,1.0,0.016222868650704853,4.480254742057334,0.08619218275443398,0.0,1.4037765381538243,1.0,0.0,3.7328298195970007,1.0
ENSG00000155313,USP25,0.16785882352941175,0.26581812466783283,0.6970579944427926,0.14652899824253077,-0.06759556746273665,1.0,0.14600581785634367,-0.07299889893648448,1.0,0.10528438886647841,-0.44422036840112566,1.0,0.05858585858585858,-0.48956260173944743,1.0
ENSG00000215386,MIR99AHG,0.002729411764705882,-0.015952843747546908,1.0,0.0031854130052724077,0.8616313581238817,0.9852565331032264,0.003244573730140971,0.8952922413361781,0.9656565698234251,0.0,1.6668109439876186,1.0,0.0,3.995864225430794,1.0
ENSG00000154640,BTG3,0.03821176470588235,-1.4617525967970781,0.014358020771167577,0.14334358523725835,1.4309970037940198,0.04199879449245612,0.06813604833296039,-0.0715408947286229,1.0,0.14037918515530454,1.1193231486851243,0.6956333913732823,0.0,-0.4236746660829902,1.0
ENSG00000280594,BTG3-AS1,0.006823529411764706,-0.43099034302639083,0.7893398602148434,0.015927065026362038,1.4465938588450387,0.5294623017803326,0.006489147460281942,0.020823123420036893,1.0,0.0,0.28829932073388864,1.0,0.0,2.617352602177065,1.0
