Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000280433,FP565260.6,0.01975284616133113,-0.26207188998315445,0.9022090241680035,0.02631578947368421,0.5090277264073757,1.0,0.042247658688865763,1.2547767292687775,0.6817965607791775,0.021497405485544845,0.4907707160543229,1.0,0.0,-1.4743952950844532,1.0,0.02855736090595766,0.9195404507606026,1.0,0.03411764705882352,1.1840584609075542,1.0,0.0,-0.35105319773362265,1.0,0.0,2.9353861724739065,1.0,0.0,4.541558528159566,1.0
ENSG00000275993,SIK1B,0.007054587914761118,2.663927528573069,0.12234809431626807,0.0,0.14645764702266817,1.0,0.0,0.37025394668871314,1.0,0.0,1.2750420249988856,1.0,0.0,0.9850363235528441,1.0,0.0,1.7038117597051654,1.0,0.0,1.9683297698521178,1.0,0.0,2.1083784209036747,1.0,0.0,5.394817791111204,1.0,0.0,7.0009901467968625,1.0
ENSG00000288187,CU633906.5,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.006035379812695109,3.955216447409869,0.6153805402226081,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000275895,U2AF1L5,0.05220395056923227,0.23942970004515907,0.9022090241680035,0.042105263157894736,-0.07593477431378037,1.0,0.10260145681581685,1.3702539466887136,0.310646210228405,0.010748702742772422,-1.2692784912249246,1.0,0.03560466543891958,-0.17416227129641015,1.0,0.01427868045297883,-0.8405087565186449,1.0,0.03411764705882352,0.029730314516260847,1.0,0.0,-1.4564061978798515,1.0,0.0,1.8300331723276786,1.0,0.0,3.436205528013337,1.0
ENSG00000280145,CU638689.4,0.0,-1.921034972148088,0.593264823645432,0.010526315789473684,3.3163826484649794,0.42862275442396175,0.006035379812695109,2.370253946688713,0.8949629335335565,0.0,1.8600045257200417,1.0,0.0,1.5699988242740002,1.0,0.0,2.2887742604263215,1.0,0.0,2.553292270573274,1.0,0.0,2.6933409216248316,1.0,0.0,5.97978029183236,1.0,0.0,7.585952647518019,1.0
ENSG00000280164,CU638689.5,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.006035379812695109,3.955216447409869,0.6153805402226081,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000280018,CU634019.5,0.0,-0.921034972148087,1.0,0.005263157894736842,3.7314201477438234,0.6169866601667687,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000273590,SMIM11B,0.002821835165904447,1.663927528573069,0.5198636572650125,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000278961,SMIM34B,0.002821835165904447,1.663927528573069,0.5198636572650125,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000276289,KCNE1B,0.0042327527488566705,2.078965027851913,0.3364931542645877,0.0,0.7314201477438234,1.0,0.0,0.9552164474098692,1.0,0.0,1.8600045257200417,1.0,0.0,1.5699988242740002,1.0,0.0,2.2887742604263215,1.0,0.0,2.553292270573274,1.0,0.0,2.6933409216248316,1.0,0.0,5.97978029183236,1.0,0.0,7.585952647518019,1.0
ENSG00000279579,LINC01666,0.0,-1.505997472869244,0.7821755789009603,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.010748702742772422,3.8600045257200417,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.01705882352941176,4.553292270573274,0.6961486653348881,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000278932,CR381653.1,0.0042327527488566705,-1.505997472869244,0.4270559926623671,0.0,-1.1754704478646945,1.0,0.0,-0.9516741481986486,1.0,0.0967383246849518,4.596970119886247,0.015049399458173279,0.008901166359729895,0.7626439022163956,1.0,0.0,0.3818836648178028,1.0,0.0,0.6464016749647552,1.0,0.0,0.786450326016312,1.0,0.0,4.072889696223842,1.0,1.1153846153846154,6.778597725460415,0.3890776034004797
ENSG00000274391,TPTE,0.0014109175829522234,-0.505997472869244,1.0,0.0,0.7314201477438234,1.0,0.0,0.9552164474098692,1.0,0.0,1.8600045257200417,1.0,0.0,1.5699988242740002,1.0,0.0,2.2887742604263215,1.0,0.0,2.553292270573274,1.0,0.0,2.6933409216248316,1.0,0.42028985507246375,8.564742792553517,0.02041138033950544,0.0,7.585952647518019,1.0
ENSG00000224905,AP001347.1,0.0,-2.2429630670354497,0.4055599082929011,0.0,0.4094920528564616,1.0,0.012070759625390217,2.955216447409869,0.6153805402226081,0.0,1.53807643083268,1.0,0.0,1.2480707293866384,1.0,0.01427868045297883,3.2887742604263215,1.0,0.01705882352941176,3.553292270573274,0.9907622463221396,0.0,2.371412826737468,1.0,0.0,5.657852196944998,1.0,0.0,7.264024552630657,1.0
ENSG00000185272,RBM11,0.0,-4.505997472869244,0.0001698251586761113,0.005263157894736842,-0.7921418083131888,1.0,0.08449531737773153,3.540178948131026,0.0009397458324090388,0.010748702742772422,0.33644256966302866,1.0,0.044505831798649476,1.907033811551571,0.4785216779333798,0.0,-0.2961882402948346,1.0,0.03411764705882352,1.6788231526571327,1.0,0.0,0.10837842090367467,1.0,0.0,3.394817791111204,1.0,0.0,5.0009901467968625,1.0
ENSG00000155304,HSPA13,0.05784762090104117,-0.5731116687277802,0.48186708362363156,0.05263157894736842,-0.40906107580600626,1.0,0.09053069719042663,0.4316544913528566,1.0,0.021497405485544845,-1.2692784912249246,1.0,0.22252915899324738,1.9128865377970086,0.0850465477255835,0.05711472181191532,-0.07579817186953441,1.0,0.08529411764705881,0.4658294293229339,1.0,0.07503234152652004,0.3287684893289753,1.0,0.0,1.2383133054312134,1.0,0.0,2.8444856611168716,1.0
ENSG00000155307,SAMSN1,0.2765398462586358,0.361166844423664,0.6565580796057289,0.16842105263157894,-0.5729138871288002,1.0,0.1448491155046826,-0.7846316552894572,0.9273380106363017,0.11823573017049666,-0.993824826137063,1.0,0.21362799263351748,-0.16984927842532782,1.0,0.585425898572132,1.3727526530656746,0.7038323113280058,0.08529411764705881,-1.3252696019767505,1.0,0.3751617076326002,0.6847789081214071,1.0,0.6304347826086957,1.5081050774403157,1.0,1.1153846153846154,2.106172383488919,1.0
ENSG00000281903,LINC02246,0.0,-1.505997472869244,0.761389881828664,0.005263157894736842,2.7314201477438234,0.8611730949251731,0.006035379812695109,2.955216447409869,0.8286627969107745,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000180530,NRIP1,0.2215140605234991,0.9398022801802872,0.09065559253707273,0.08421052631578947,-1.0140070251705784,0.8015727157526474,0.1991675338189386,0.32158009995302406,1.0,0.0967383246849518,-0.6945843259575954,1.0,0.026703499079189685,-2.3428905119559618,0.45759029255050465,0.28557360905957657,0.8737367611474776,1.0,0.05117647058823529,-1.359597065656688,1.0,0.03751617076326002,-1.6405598149286074,1.0,0.0,0.04904295426947414,1.0,0.0,1.6552153099551323,1.0
ENSG00000229425,AJ009632.2,0.0,-2.505997472869244,0.487416097417335,0.0,0.14645764702266817,1.0,0.030176899063475544,5.540178948131025,0.10616528248541907,0.0,1.2750420249988856,1.0,0.0,0.9850363235528441,1.0,0.0,1.7038117597051654,1.0,0.0,1.9683297698521178,1.0,0.0,2.1083784209036747,1.0,0.0,5.394817791111204,1.0,0.0,7.0009901467968625,1.0
ENSG00000155313,USP25,0.16507735720541014,0.2067205750502854,0.8575668355118455,0.10526315789473684,-0.5557425289828619,1.0,0.29573361082206034,1.1396410185472974,0.310646210228405,0.11823573017049666,-0.29649995995994916,1.0,0.07120933087783916,-1.0216274067281672,1.0,0.12850812407680948,-0.144185146849785,1.0,0.08529411764705881,-0.64310494223023,1.0,0.09379042690815005,-0.5030562911786727,1.0,0.0,0.1659991006153234,1.0,0.0,1.7721714563009816,1.0
ENSG00000215386,MIR99AHG,0.002821835165904447,0.07896502785191206,1.0,0.0,0.4094920528564616,1.0,0.0,0.6332883525225075,1.0,0.021497405485544845,3.8600045257200417,0.4700516071082573,0.0,1.2480707293866384,1.0,0.0,1.9668461655389597,1.0,0.0,2.231364175685912,1.0,0.0,2.371412826737468,1.0,0.0,5.657852196944998,1.0,0.0,7.264024552630657,1.0
ENSG00000154640,BTG3,0.03950569232266226,-1.3668347251976178,0.023714385425933255,0.13157894736842105,1.0743078612668326,0.4244103481582643,0.03621227887617065,-0.8956401132843204,0.9350166595310598,0.10748702742772423,0.7195233021702112,1.0,0.10681399631675874,0.7005829340841445,0.984845200434528,0.07139340226489414,0.20131141917598194,1.0,0.10235294117647058,0.702435709879083,1.0,0.2626131953428201,2.0610727061253176,0.35431820747029513,0.0,1.2383133054312134,1.0,0.0,2.8444856611168716,1.0
ENSG00000280594,BTG3-AS1,0.005643670331808894,-0.7690318787030375,0.7568060024606357,0.005263157894736842,0.14645764702266817,1.0,0.006035379812695109,0.37025394668871314,1.0,0.04299481097108969,3.0120076191650913,0.39338557670629215,0.008901166359729895,0.9850363235528441,1.0,0.01427868045297883,1.7038117597051654,1.0,0.0,0.8528525524321813,1.0,0.0,0.992901203483739,1.0,0.0,4.279340573691268,1.0,0.0,5.885512929376926,1.0
ENSG00000240770,C21orf91-OT1,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.01427868045297883,5.2887742604263215,0.7038323113280058,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000154642,C21orf91,0.10158606597256009,-0.4454559309341928,0.593264823645432,0.07368421052631578,-0.7104174108787351,1.0,0.16295525494276794,0.5337526789715934,0.8949629335335565,0.18272794662713118,0.7080014322749917,1.0,0.14241866175567833,0.32654478740972204,1.0,0.11422944362383064,0.057819825586449713,1.0,0.11941176470588234,0.14390133443557174,1.0,0.28137128072445017,1.3534909187402062,0.9554429750459912,0.0,0.5121747417493627,1.0,0.0,2.1183470974350214,1.0
ENSG00000244676,AL109761.1,0.0,-2.2429630670354497,0.3671481454387463,0.0,0.4094920528564616,1.0,0.006035379812695109,1.9552164474098692,0.9273380106363017,0.0,1.53807643083268,1.0,0.026703499079189685,4.569998824274,0.0850465477255835,0.0,1.9668461655389597,1.0,0.0,2.231364175685912,1.0,0.0,2.371412826737468,1.0,0.0,5.657852196944998,1.0,0.0,7.264024552630657,1.0
ENSG00000154645,CHODL,0.0,-1.505997472869244,0.761389881828664,0.005263157894736842,2.7314201477438234,0.8611730949251731,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.008901166359729895,3.569998824274,0.740880342537678,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000237484,LINC01684,0.005643670331808894,-2.921034972148087,0.0002385524674686852,0.031578947368421054,0.2908475563578419,1.0,0.042247658688865763,0.74576308178092,0.9273380106363017,0.03224610822831727,0.5024525211019579,1.0,0.07120933087783916,1.5699988242740002,0.4785216779333798,0.08567208271787298,1.8482016690403404,0.7600612956756434,0.15352941176470586,2.7459373485156697,0.11289139043096676,0.0,-0.7660906970124666,1.0,0.0,2.5203486731950635,1.0,0.0,4.126521028880722,1.0
ENSG00000234883,MIR155HG,0.0014109175829522234,-3.505997472869244,0.0006951110462228905,0.0,-1.912436042030901,0.7599569374916154,0.08449531737773153,3.4026754243810906,0.0009397458324090388,0.010748702742772422,0.27504202499888564,1.0,0.026703499079189685,1.1105672056367029,0.984845200434528,0.01427868045297883,0.7038117597051654,1.0,0.05117647058823529,2.0938606519359766,0.8303810923292665,0.01875808538163001,1.1083784209036747,1.0,0.0,3.3359241020576356,1.0,0.0,4.942096457743293,1.0
ENSG00000260583,AP000223.1,0.0014109175829522234,0.07896502785191295,1.0,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.01705882352941176,4.553292270573274,0.6961486653348881,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000154719,MRPL39,0.046560280237423375,-1.4185346316189045,0.01212786698301771,0.12105263157894737,0.5884621939017807,0.8996988400653421,0.15691987513007283,1.0236034223901203,0.5378965062051292,0.07524091919940697,-0.07073281184284497,1.0,0.1780233271945979,1.1941319222758335,0.4785216779333798,0.07139340226489414,-0.08045954923939735,1.0,0.1364705882352941,0.8043540347409914,1.0,0.07503234152652004,0.04948473185010682,1.0,0.42028985507246375,2.5760581057813505,1.0,0.0,2.5747253920947646,1.0
ENSG00000154721,JAM2,0.0,-1.921034972148088,0.5515769540282796,0.005263157894736842,2.1464576470226673,1.0,0.0,0.9552164474098692,1.0,0.021497405485544845,4.444967026441198,0.39338557670629215,0.0,1.5699988242740002,1.0,0.0,2.2887742604263215,1.0,0.0,2.553292270573274,1.0,0.0,2.6933409216248316,1.0,0.0,5.97978029183236,1.0,0.0,7.585952647518019,1.0
ENSG00000287109,AP000224.1,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.01427868045297883,5.2887742604263215,0.7038323113280058,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000154723,ATP5PF,1.2232655444195777,0.04935337174137355,1.0,1.0789473684210527,-0.1782690812173681,1.0,1.219146722164412,0.02156939355895543,1.0,1.0641215715344698,-0.18788280367650856,1.0,1.7535297728667893,0.5957290993674175,0.8224015099212966,0.7710487444608568,-0.6603361632332395,1.0,1.1770588235294117,-0.03510113554815583,1.0,0.9941785252263906,-0.2830906072367645,1.0,1.0507246376811594,-0.20674667694708188,1.0,1.1153846153846154,-0.18883441208315466,1.0
ENSG00000154727,GABPA,0.11287340663617788,0.043775599389612285,1.0,0.08421052631578947,-0.3807893558422011,1.0,0.054318418314255976,-0.9896419983976692,0.8890707674207523,0.08598962194217938,-0.24619487811188367,1.0,0.1780233271945979,0.8024449102743705,0.804065934780274,0.15706548498276712,0.6258092477038919,1.0,0.08529411764705881,-0.16552597688267312,1.0,0.20633893919793012,1.0303759089024016,1.0,0.42028985507246375,2.2338259144388997,1.0,0.0,2.2372244932869414,1.0
ENSG00000142192,APP,0.492410236450326,1.2727882969915894,0.008483375867183935,0.08421052631578947,-2.105929514611617,0.12910034996679595,0.4104058272632674,0.3021896717435597,1.0,0.11823573017049666,-1.4946121878734953,1.0,0.23143032535297728,-0.5699314368704753,1.0,0.0999507631708518,-1.6625104545406504,1.0,0.23882352941176468,-0.4705544713810945,1.0,0.1688227684346701,-0.9301748198657178,1.0,0.21014492753623187,0.01111349863715172,1.0,0.0,0.6144090935672466,1.0
ENSG00000233783,AP001442.1,0.002821835165904447,1.663927528573069,0.5198636572650125,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000166265,CYYR1,0.0,-2.921034972148088,0.09065559253707273,0.0,-0.26857985225617576,1.0,0.042247658688865763,5.955216447409869,0.0001974074065977345,0.0,0.8600045257200417,1.0,0.0,0.5699988242740002,1.0,0.0,1.2887742604263215,1.0,0.0,1.553292270573274,1.0,0.0,1.6933409216248307,1.0,0.0,4.979780291832361,1.0,0.0,6.585952647518019,1.0
ENSG00000154734,ADAMTS1,0.0,-2.2429630670354497,0.3671481454387463,0.021052631578947368,5.053348242631186,0.015024546728185761,0.0,0.6332883525225075,1.0,0.0,1.53807643083268,1.0,0.0,1.2480707293866384,1.0,0.0,1.9668461655389597,1.0,0.0,2.231364175685912,1.0,0.0,2.371412826737468,1.0,0.0,5.657852196944998,1.0,0.0,7.264024552630657,1.0
ENSG00000154736,ADAMTS5,0.02680743407609225,3.4008931227392756,0.0030946396253411367,0.0,-1.6608972750349364,0.9044427161247665,0.0,-1.4371009753688906,0.9273380106363017,0.0,-0.5323128970587181,1.0,0.008901166359729895,0.24807072938663755,1.0,0.0,-0.10354316235243921,1.0,0.0,0.1609748477945132,1.0,0.0,0.30102349884607094,1.0,0.0,3.5874628690536,1.0,0.0,5.193635224739259,1.0
ENSG00000232079,LINC01697,0.0,-0.921034972148087,1.0,0.005263157894736842,3.7314201477438234,0.6169866601667687,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000232855,AF165147.1,0.0,-2.505997472869244,0.23655389878167327,0.02631578947368421,5.316382648464979,0.004291750374897998,0.0,0.37025394668871314,1.0,0.0,1.2750420249988856,1.0,0.0,0.9850363235528441,1.0,0.0,1.7038117597051654,1.0,0.0,1.9683297698521178,1.0,0.0,2.1083784209036747,1.0,0.0,5.394817791111204,1.0,0.0,7.0009901467968625,1.0
ENSG00000156239,N6AMT1,0.012698258246570011,-1.3539943794241935,0.11182605425093234,0.015789473684210527,-0.31297397161462914,1.0,0.030176899063475544,0.5859826377441504,1.0,0.07524091919940697,2.0020235305924694,0.41139257911288085,0.06230816451810926,1.7120178291464283,0.45759029255050465,0.01427868045297883,0.15949124348135513,1.0,0.05117647058823529,1.5088981512148205,1.0,0.0,-0.4765840798174814,1.0,0.0,2.8098552903900478,1.0,0.0,4.416027646075706,1.0
ENSG00000198862,LTN1,0.1735428627031235,0.04447665146662194,1.0,0.08421052631578947,-1.051481730589241,0.7599569374916154,0.21123829344432882,0.3769485992627222,0.952478506749385,0.15048183839881393,-0.11574792803328116,1.0,0.14241866175567833,-0.2129030540590655,1.0,0.28557360905957657,0.8356016322607065,1.0,0.25588235294117645,0.6767753240082739,1.0,0.11254851228978006,-0.4300414938804509,1.0,0.8405797101449275,2.3591938813804827,1.0,0.0,1.6201683628559316,1.0
ENSG00000156253,RWDD2B,0.01975284616133113,-0.821499298597173,0.4298580863568147,0.06842105263157895,1.6807940746738557,0.17016595954837202,0.012070759625390217,-0.7817491467563364,1.0,0.010748702742772422,-0.4975474788980421,1.0,0.05340699815837937,1.2074287448892917,0.740880342537678,0.0,-1.1035431623524392,1.0,0.05117647058823529,1.2678900517110252,1.0,0.03751617076326002,0.9563753274586251,1.0,0.0,2.5874628690536,1.0,0.0,4.193635224739259,1.0
ENSG00000273254,AF129075.2,0.0014109175829522234,-1.921034972148088,0.28561424988622575,0.0,-0.4385048536984888,1.0,0.024141519250780435,2.95521644740987,0.25701348071554864,0.0,0.6900795242777296,1.0,0.026703499079189685,2.985036323552844,0.38285942345584967,0.0,1.1188492589840093,1.0,0.0,1.3833672691309618,1.0,0.0,1.5234159201825186,1.0,0.0,4.809855290390048,1.0,0.0,6.416027646075706,1.0
ENSG00000156256,USP16,0.35696214848691254,-0.15151880583808341,0.9182231809060264,0.2736842105263158,-0.5035554030302374,1.0,0.4164412070759625,0.17161012812487475,1.0,0.558932542624166,0.6250289749459803,1.0,0.32934315531000613,-0.18769821147629262,1.0,0.585425898572132,0.6867382463462238,1.0,0.3752941176470588,0.029730314516260625,1.0,0.45019404915912026,0.2955379597623409,1.0,0.0,-1.1261282167387971,1.0,0.0,0.48004413894686127,1.0
ENSG00000156261,CCT8,0.617981901333074,-0.2462456510247512,0.761389881828664,0.6421052631578947,-0.08428856164366128,1.0,0.9716961498439125,0.6033229311232199,0.7464142722557466,0.8921423276501111,0.4305479665282342,1.0,0.7922038060159606,0.24967461508922711,1.0,0.45691777449532256,-0.5676984281959737,1.0,0.44352941176470584,-0.6017133110332998,1.0,0.5815006468305304,-0.2090341928611943,1.0,0.8405797101449275,0.35919388138048264,1.0,1.1153846153846154,0.639046373061621,1.0
ENSG00000231125,AF129075.1,0.002821835165904447,1.663927528573069,0.5198636572650125,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000286018,AF129075.3,0.0014109175829522234,-2.2429630670354497,0.1615261666936808,0.0,-0.7280114708934731,1.0,0.0,-0.5042151712274281,1.0,0.08598962194217938,5.444967026441198,0.0013411740059914377,0.0,0.11056720563670286,1.0,0.0,0.8293426417890242,1.0,0.0,1.0938606519359766,1.0,0.0,1.2339093029875334,1.0,0.0,4.5203486731950635,1.0,1.1153846153846154,7.264024552630657,0.3890776034004797
ENSG00000156265,MAP3K7CL,0.2342123187700691,0.9080804686483273,0.3333926608827364,0.015789473684210527,-3.274204401450054,0.23569395971710388,0.09656607700312174,-0.888058048902677,1.0,0.053743513713862115,-1.54938641041766,1.0,0.0,-4.452368988754454,0.5050980382390179,0.14278680452978829,-0.2175784055984682,1.0,0.08529411764705881,-0.8560986655644283,1.0,0.9941785252263906,2.754741466288974,0.18781309524641476,0.21014492753623187,0.9629720041458063,1.0,0.0,1.5635848344895642,1.0
ENSG00000215533,LINC00189,0.016931010995426682,2.7794047459930056,0.01855943912851051,0.0,-1.0759347743137804,1.0,0.006035379812695109,0.2547767292687775,1.0,0.0,0.05264960366243798,1.0,0.0,-0.23735609778360445,1.0,0.0,0.48141933836871775,1.0,0.0,0.7459373485156693,1.0,0.0,0.885985999567227,1.0,0.0,4.172425369774756,1.0,0.0,5.778597725460415,1.0
ENSG00000156273,BACH1,0.5417923518536538,2.6676796634341766,2.7132252228394186e-09,0.042105263157894736,-2.8800145643385235,0.015024546728185761,0.07845993756503641,-2.0023002212686163,0.2598719182249195,0.17197924388435876,-0.8074201351930874,1.0,0.01780233271945979,-3.6459385749251485,0.0850465477255835,0.14278680452978829,-1.0265811805375546,1.0,0.11941176470588234,-1.231342574984247,1.0,0.07503234152652004,-1.7791468498379124,1.0,0.42028985507246375,0.7638428926332115,1.0,1.1153846153846154,1.7818216263347009,1.0
ENSG00000248476,BACH1-IT1,0.005643670331808894,0.4008931227392747,0.9537388955446736,0.0,-0.26857985225617576,1.0,0.006035379812695109,1.1478615253522655,1.0,0.0,0.8600045257200417,1.0,0.0,0.5699988242740002,1.0,0.0,1.2887742604263215,1.0,0.03411764705882352,3.553292270573274,0.5007571097336173,0.0,1.6933409216248307,1.0,0.0,4.979780291832361,1.0,0.0,6.585952647518019,1.0
ENSG00000273017,AP000240.1,0.04373844507151893,1.9090400264096,0.02375191399721195,0.0,-2.5905079471435384,0.4294336603103406,0.006035379812695109,-1.3301857714523786,0.9273380106363017,0.03224610822831727,0.6505511600910925,1.0,0.008901166359729895,-0.7154033945882485,1.0,0.0,-1.0331538344610411,1.0,0.05117647058823529,1.3438389049443238,1.0,0.0,-0.628587173262531,1.0,0.0,2.657852196944998,1.0,0.0,4.264024552630657,1.0
ENSG00000232118,BACH1-AS1,0.0014109175829522234,0.07896502785191295,1.0,0.005263157894736842,2.7314201477438234,0.8611730949251731,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000228817,BACH1-IT2,0.012698258246570011,2.4008931227392756,0.07007350721989086,0.0,-0.7280114708934731,1.0,0.0,-0.5042151712274281,1.0,0.010748702742772422,1.538076430832679,1.0,0.0,0.11056720563670286,1.0,0.0,0.8293426417890242,1.0,0.0,1.0938606519359766,1.0,0.0,1.2339093029875334,1.0,0.0,4.5203486731950635,1.0,0.0,6.126521028880722,1.0
ENSG00000273464,AP000238.1,0.0014109175829522234,0.07896502785191295,1.0,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.008901166359729895,3.569998824274,0.740880342537678,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000156299,TIAM1,0.25396516493140026,1.3120243742402165,0.008524752896434664,0.08421052631578947,-1.0940063472357981,0.728031002449476,0.06035379812695109,-1.5337191655375104,0.6153805402226081,0.1397331356560415,-0.2633778897852408,1.0,0.24033149171270718,0.5318636953872291,0.984845200434528,0.08567208271787298,-0.8754143714668463,1.0,0.0,-3.4523322786206045,0.7533373317386471,0.07503234152652004,-0.9677245581821166,1.0,0.0,-0.02584425736151763,1.0,0.0,1.5803280983241406,1.0
ENSG00000237594,AP000251.1,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.008901166359729895,4.569998824274,0.5050980382390179,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000234509,AP000253.1,0.0,-2.2429630670354497,0.5026321366695229,0.005263157894736842,1.7314201477438234,1.0,0.0,0.6332883525225075,1.0,0.0,1.53807643083268,1.0,0.0,1.2480707293866384,1.0,0.02855736090595766,4.2887742604263215,0.7038323113280058,0.0,2.231364175685912,1.0,0.01875808538163001,3.6933409216248316,1.0,0.0,5.657852196944998,1.0,0.0,7.264024552630657,1.0
