Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000138185,ENTPD1,0.0014109175829522234,1.078965027851913,0.7568060024606357,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000075239,ACAT1,0.0014109175829522234,1.078965027851913,0.7568060024606357,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000149311,ATM,0.0014109175829522234,1.078965027851913,0.7568060024606357,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000111639,MRPL51,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.01705882352941176,5.553292270573274,0.5007571097336173,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000185950,IRS2,0.0014109175829522234,1.078965027851913,0.7568060024606357,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000102978,POLR2C,0.0014109175829522234,0.07896502785191295,1.0,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.008901166359729895,3.569998824274,0.740880342537678,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000267100,ILF3-DT,0.002821835165904447,1.663927528573069,0.5198636572650125,0.0,1.1464576470226673,1.0,0.0,1.3702539466887131,1.0,0.0,2.2750420249988856,1.0,0.0,1.985036323552844,1.0,0.0,2.7038117597051654,1.0,0.0,2.968329769852118,1.0,0.0,3.1083784209036756,1.0,0.0,6.394817791111204,1.0,0.0,8.000990146796862,1.0
ENSG00000287271,AC011455.6,0.0,-0.921034972148087,1.0,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.008901166359729895,4.569998824274,0.5050980382390179,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000213799,ZNF845,0.005643670331808894,-0.1840693779818814,1.0,0.010526315789473684,1.3163826484649803,1.0,0.0,-0.3667116474774925,1.0,0.0,0.5380764308326791,1.0,0.026703499079189685,2.7626439022163956,0.40889958069972193,0.0,0.9668461655389589,1.0,0.0,1.2313641756859113,1.0,0.0,1.371412826737469,1.0,0.0,4.657852196944998,1.0,0.0,6.264024552630657,1.0
ENSG00000204577,LILRB3,0.0014109175829522234,1.078965027851913,0.7568060024606357,0.0,1.7314201477438234,1.0,0.0,1.9552164474098692,1.0,0.0,2.8600045257200417,1.0,0.0,2.569998824274,1.0,0.0,3.2887742604263215,1.0,0.0,3.553292270573274,1.0,0.0,3.6933409216248316,1.0,0.0,6.97978029183236,1.0,0.0,8.585952647518019,1.0
ENSG00000280071,GATD3B,0.08465505497713341,-0.4332411304339292,0.6303772127793035,0.1368421052631579,0.5674444126326983,0.8881138290177967,0.1388137356919875,0.5859826377441513,0.8621491932223747,0.08598962194217938,-0.08901154556115332,1.0,0.11571516267648864,0.31126455587383184,1.0,0.05711472181191532,-0.5491689814647058,1.0,0.08529411764705881,-0.011492348210252246,1.0,0.13130659767141006,0.5640579046798648,1.0,0.0,0.780107946995996,1.0,0.0,2.386280302681654,1.0
ENSG00000275464,FP565260.1,0.009876423080665565,-0.9210349721480879,0.4872312696586872,0.015789473684210527,0.4094920528564616,1.0,0.0,-1.568345508647143,0.8528330666765214,0.10748702742772423,3.618996426216247,0.004580698663445074,0.008901166359729895,0.11056720563670286,1.0,0.0,-0.23478769563069157,1.0,0.0,0.029730314516260847,1.0,0.0,0.16977896556781769,1.0,0.0,3.4562183357753478,1.0,1.1153846153846154,6.126521028880722,0.5604964189500153
