Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000288187,CU633906.5,0.0,-0.9795475020834505,1.0,0.004301394245031148,3.392530476761409,0.5335647410685088,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000275895,U2AF1L5,0.052518705618834295,0.2614605974203439,0.8518543900223494,0.06452091367546722,0.585175554703806,0.7034822674597937,0.03264387223863796,-0.5054589252740875,1.0,0.033658310120705665,-0.3286951864042438,1.0,0.031396607722843736,-0.26823261223462325,1.0,0.0,1.598034842426173,1.0,0.15425531914893617,2.470938221546833,1.0
ENSG00000280145,CU638689.4,0.0,-1.9795475020834514,0.6023036658902811,0.004301394245031148,1.8075679760402528,0.8534688415800428,0.00816096805965949,2.886858497504673,0.4493370307335945,0.0,1.1307364322330544,1.0,0.0,1.8192302290157167,1.0,0.0,5.747781961930855,1.0,0.0,5.6002212384918,1.0
ENSG00000280164,CU638689.5,0.0,-0.9795475020834505,1.0,0.004301394245031148,3.392530476761409,0.5335647410685088,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000280018,CU634019.5,0.0,-0.9795475020834505,1.0,0.0,1.3925304767614088,1.0,0.004080484029829745,3.301895996783517,0.5815164671367578,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000273590,SMIM11B,0.0027641424009912786,1.6054149986377046,0.5510505258643259,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000278961,SMIM34B,0.0027641424009912786,1.6054149986377046,0.5510505258643259,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000276289,KCNE1B,0.0027641424009912786,0.6054149986377046,0.8542707413296694,0.004301394245031148,1.8075679760402528,0.8555492312340823,0.0,0.3018959967835171,1.0,0.0,1.1307364322330544,1.0,0.0,1.8192302290157167,1.0,0.0,5.747781961930855,1.0,0.0,5.6002212384918,1.0
ENSG00000279579,LINC01666,0.0,-1.5645100028046075,0.7838517780733355,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.020931071815229157,5.404192729736873,0.16202490441932085,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000278932,CR381653.1,0.005528284801982557,-1.1170510258333861,0.6513825440939605,0.008602788490062296,0.27705325934147407,1.0,0.00816096805965949,0.18641877936358142,1.0,0.006731662024141132,0.3233815101754498,1.0,0.052327679538072894,3.08226463484951,0.26692406350314357,0.0,3.8408913663223365,1.0,0.0,3.693330642883281,1.0
ENSG00000274391,TPTE,0.0013820712004956393,-0.5645100028046075,1.0,0.0,0.39253047676140884,1.0,0.0,0.3018959967835171,1.0,0.0,1.1307364322330544,1.0,0.0,1.8192302290157167,1.0,0.34730538922155685,8.33274446265201,0.03799208428823272,0.0,5.6002212384918,1.0
ENSG00000224905,AP001347.1,0.0,-2.301475596970813,0.4217790651137028,0.008602788490062296,2.392530476761409,0.5335647410685088,0.0,-0.02003209810384554,1.0,0.0,0.8088083373456909,1.0,0.020931071815229157,3.8192302290157167,0.36390722896974803,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000185272,RBM11,0.0,-4.5645100028046075,0.00015627406793394894,0.060219519430436075,2.977492977482566,0.014379119299023302,0.004080484029829745,-1.221665959273496,0.8571443162874399,0.04038997214484679,1.7681663528483451,0.4310273669892962,0.020931071815229157,0.9447611110995746,1.0,0.0,3.162819461209699,1.0,0.0,3.0152587377706435,1.0
ENSG00000155304,HSPA13,0.055282848019825574,-0.6880846879231406,0.3720666912948555,0.08602788490062296,0.3419044036914416,0.9394995851423635,0.04896580835795694,-0.5675198934063381,0.989000722065923,0.18175487465181056,1.616163259403296,0.1232189362067403,0.06279321544568747,-0.03162633167847373,1.0,0.0,1.0063149755297078,1.0,0.15425531914893617,1.8723007839286003,1.0
ENSG00000155307,SAMSN1,0.2722680264976409,0.3188922398815408,0.7415931028135605,0.2838920201720558,0.2687951083391651,0.9368468748433901,0.20402420149148726,-0.2924652019398888,1.0,0.2086815227483751,-0.22241039326502854,1.0,0.10465535907614579,-1.1642816481957141,1.0,0.5209580838323353,1.2761067475388104,1.0,0.0,-0.8835945387724569,1.0
ENSG00000281903,LINC02246,0.0,-1.5645100028046075,0.7654836174526765,0.004301394245031148,2.392530476761409,0.7034822674597937,0.004080484029829745,2.301895996783517,0.7830549981053316,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000180530,NRIP1,0.22251346327979793,0.9852630694542479,0.07525150610542976,0.18495995253633937,0.20091040421977846,1.0,0.09385113268608414,-0.9010440618867581,0.6193345009281724,0.026926648096564528,-2.454226068488103,0.1974161186164337,0.06279321544568747,-1.2682326122346224,1.0,0.0,-0.18295537563203146,1.0,0.925531914893617,2.5127583972414604,1.0
ENSG00000229425,AJ009632.2,0.0,-2.5645100028046075,0.5176973343209236,0.0,-0.19243202395974635,1.0,0.0,-0.283066503937639,1.0,0.0,0.5457739315118975,1.0,0.0,1.2342677282945598,1.0,0.0,5.162819461209699,1.0,0.7712765957446808,10.185183739212956,0.0071521677817536124
ENSG00000155313,USP25,0.16584854405947672,0.22507021752502032,0.8358709660496959,0.2537822604568377,0.9243816410230037,0.3409868318042119,0.11425355283523286,-0.46217482754528705,1.0,0.053853296193129056,-1.4608897987691134,0.5683162937034453,0.09418982316853121,-0.6137291782603898,1.0,0.0,-0.06599922928618218,1.0,0.0,-0.21355995272523742,1.0
ENSG00000215386,MIR99AHG,0.0027641424009912786,0.020452497916547685,1.0,0.0,0.0706023818740471,1.0,0.004080484029829745,1.301895996783517,1.0,0.006731662024141132,2.1307364322330544,0.9733475002866083,0.0,1.4973021341283532,1.0,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000154640,BTG3,0.0386979936138779,-1.4253472551329827,0.01671825915207596,0.04301394245031148,-0.7479507467884203,0.831596657626153,0.1713803292528493,1.705792938457161,0.019891041134327037,0.08751160631383471,0.38350250261302055,1.0,0.1360519667989895,1.0719962993956833,0.5948809403210008,0.0,1.0063149755297078,1.0,0.0,0.8587542520906526,1.0
ENSG00000280594,BTG3-AS1,0.006910356002478197,-0.39458500136229624,1.0,0.02150697122515574,1.9774929774825658,0.36292210563788724,0.004080484029829745,-0.283066503937639,1.0,0.006731662024141132,0.5457739315118975,1.0,0.0,0.11879051087462411,1.0,0.0,4.047342243789762,1.0,0.0,3.899781520350708,1.0
ENSG00000240770,C21orf91-OT1,0.0,-0.9795475020834505,1.0,0.004301394245031148,3.392530476761409,0.5335647410685088,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000154642,C21orf91,0.10089119763618166,-0.4705338545955944,0.5858717521556143,0.17205576980124593,0.6520503984189667,0.5588308089758691,0.12241452089489235,0.05641996233402802,1.0,0.13463324048282266,0.2284331061201872,1.0,0.11512089498376037,0.029153298389947846,1.0,0.0,0.2801764118478576,1.0,0.30851063829787234,1.733972627380627,1.0
ENSG00000244676,AL109761.1,0.0,-2.301475596970813,0.3846734674939073,0.004301394245031148,1.3925304767614088,0.9368468748433901,0.0,-0.02003209810384554,1.0,0.020194986072423395,4.130736432233054,0.1232189362067403,0.0,1.4973021341283532,1.0,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000154645,CHODL,0.0,-1.5645100028046075,0.7654836174526765,0.0,0.8075679760402528,1.0,0.004080484029829745,2.301895996783517,0.7830549981053316,0.006731662024141132,3.1307364322330544,0.759412447085229,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000237484,LINC01684,0.006910356002478197,-2.679987220224544,0.000782871836520322,0.02150697122515574,-0.307909241379682,1.0,0.020402420149148726,-0.39854372135757554,1.0,0.09424326833797585,2.130736432233054,0.08823391569235514,0.1360519667989895,2.6723888406864456,0.026649653259171152,0.0,2.288350343293558,1.0,0.15425531914893617,3.1739564837897016,1.0
ENSG00000234883,MIR155HG,0.0027641424009912786,-2.9181469574193084,0.003689816116117993,0.05161673094037378,2.3925304767614106,0.04049085985443324,0.004080484029829745,-1.283066503937639,0.7041534125864006,0.020194986072423395,0.6713048135957562,1.0,0.041862143630458315,1.7488409011243187,0.5620990427197449,0.0,3.10392577215613,1.0,0.30851063829787234,4.661621783155942,0.8987329585499261
ENSG00000260583,AP000223.1,0.0013820712004956393,0.02045249791654946,1.0,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.010465535907614579,3.8192302290157167,0.5986479793923974,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000154719,MRPL39,0.04837249201734738,-1.3642113523187769,0.013487826429721753,0.12043903886087215,0.592299989137187,0.6636198843567569,0.09385113268608414,0.1589380429414744,1.0,0.1682915506035283,1.1307364322330535,0.41382546643325446,0.15698303861421867,0.986340214850975,0.6372759175745906,0.34730538922155685,2.344059775879845,1.0,0.0,0.5889939830685456,1.0
ENSG00000154721,JAM2,0.0,-1.9795475020834514,0.5599758217201678,0.004301394245031148,1.8075679760402528,0.8555492312340823,0.004080484029829745,1.716933496062361,0.9580219153244233,0.0,1.1307364322330544,1.0,0.010465535907614579,3.2342677282945607,0.7796740737812367,0.0,5.747781961930855,1.0,0.0,5.6002212384918,1.0
ENSG00000287109,AP000224.1,0.0,-0.9795475020834505,1.0,0.004301394245031148,3.392530476761409,0.5335647410685088,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000154723,ATP5PF,1.221750941238145,0.04677377607250782,1.0,1.1269652921981608,-0.11061507622973007,1.0,1.0160405234276064,-0.28690857023203314,1.0,1.5954038997214484,0.45950015736990535,0.8528688393032392,1.0779501984843016,-0.1685803619763696,1.0,1.215568862275449,-0.022055881698585383,1.0,1.5425531914893615,0.2922960030034117,1.0
ENSG00000154727,GABPA,0.11194776724014678,0.02045249791654813,1.0,0.04301394245031148,-1.4054257472939446,0.36292210563788724,0.11833403686506261,0.14269740193426328,1.0,0.17502321262766943,0.7875918514359954,0.6244959185768509,0.15698303861421867,0.6097768633867671,1.0,0.17365269461077842,1.40793195904623,1.0,0.0,0.25149308426072237,1.0
ENSG00000142192,APP,0.4892532049754563,1.2826743466796429,0.007381115475942831,0.116137644615841,-1.6918983043992963,0.14508741824773583,0.08977064865625439,-2.0814326427679886,0.033941061734497346,0.42409470752089135,0.35265930269769563,1.0,0.2407073258751353,-0.49968911599930754,1.0,0.0,-1.2237615920199172,1.0,1.851063829787234,2.364023017630321,1.0
ENSG00000233783,AP001442.1,0.0027641424009912786,1.6054149986377046,0.5510505258643259,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000166265,CYYR1,0.0013820712004956393,-1.7869024241410552,0.3985199152221165,0.004301394245031148,0.585175554703806,1.0,0.0,-0.6981040032164829,1.0,0.0,0.13073643223305353,1.0,0.0,0.8192302290157158,1.0,0.0,4.747781961930855,1.0,0.7712765957446808,8.600221238491798,3.508976911673342e-05
ENSG00000154734,ADAMTS1,0.0,-2.301475596970813,0.3846734674939073,0.004301394245031148,1.3925304767614088,0.9368468748433901,0.012241452089489235,3.301895996783517,0.16918826272534174,0.0,0.8088083373456909,1.0,0.0,1.4973021341283532,1.0,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000154736,ADAMTS5,0.026259352809417148,3.342380592803911,0.003689816116117993,0.0,-1.999786946017351,0.6086005135769474,0.0,-2.0904214259952436,0.5805126877700287,0.006731662024141132,-0.1911916626543082,1.0,0.0,-0.573087193763044,1.0,0.0,3.3554645391520945,1.0,0.0,3.2079038157130397,1.0
ENSG00000232079,LINC01697,0.0,-0.9795475020834505,1.0,0.0,1.3925304767614088,1.0,0.004080484029829745,3.301895996783517,0.5815164671367578,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000232855,AF165147.1,0.0,-2.5645100028046075,0.24143473850577749,0.0,-0.19243202395974635,1.0,0.01632193611931898,3.6238240916708797,0.06091311025751177,0.0,0.5457739315118975,1.0,0.0,1.2342677282945598,1.0,0.17365269461077842,6.425853867043491,0.763766188299528,0.0,5.015258737770644,1.0
ENSG00000156239,N6AMT1,0.012438640804460754,-1.412506909359558,0.10798641787747981,0.05161673094037378,1.5080076941813463,0.28996666654360376,0.012241452089489235,-0.7424981225749363,0.989000722065923,0.04712163416898792,1.2727554371054817,0.5152228380380514,0.041862143630458315,1.1411583239030785,0.8819725608387503,0.0,2.577856960488542,1.0,0.0,2.4302962370494874,1.0
ENSG00000198862,LTN1,0.17414097126245054,0.054940874301838694,1.0,0.2537822604568377,0.7219922443341795,0.5335647410685088,0.08569016462642465,-1.0778761726761297,0.490104826555944,0.12790157845868153,-0.3990845142956414,1.0,0.21977625405990614,0.4394580595560704,1.0,0.5209580838323353,1.7994147303461774,1.0,0.0,-0.36556304617028745,1.0
ENSG00000156253,RWDD2B,0.02073106800743459,-0.7344350042469205,0.5278027766153085,0.004301394245031148,-1.965021527856674,0.36292210563788724,0.044885324328127196,0.9326621871177982,0.5960893691350464,0.053853296193129056,1.2131985924250266,0.5834791885308851,0.031396607722843736,0.533828010153468,1.0,0.34730538922155685,4.010816367764649,0.9300449857986657,0.15425531914893617,3.2426692338737158,1.0
ENSG00000273254,AF129075.2,0.0013820712004956393,-1.9795475020834514,0.29024677759524686,0.012904182735093445,1.8075679760402537,0.5335647410685088,0.0,-0.8680290046587951,1.0,0.026926648096564528,3.1307364322330526,0.16544488889625672,0.0,0.6493052275734037,1.0,0.0,4.577856960488543,1.0,0.0,4.430296237049488,1.0
ENSG00000156256,USP16,0.3579564409283706,-0.14700424793501443,0.9221935044874472,0.4860575496885197,0.45063343132497824,0.6854553480728988,0.3631630786548473,-0.0579999483028657,1.0,0.3298514391829155,-0.19695093194299385,1.0,0.3872248285817394,0.06153319326542395,1.0,0.0,-1.3581265466403027,1.0,0.4627659574468085,0.5021891555312731,1.0
ENSG00000156261,CCT8,0.6219320402230377,-0.23402624138469502,0.7712676846197876,0.8172649065559181,0.32971436857481273,0.831596657626153,0.6365555086534402,-0.10392297246594784,1.0,0.8549210770659238,0.3808670048362096,0.9733475002866083,0.5546734031035726,-0.29470482359581407,1.0,0.6946107784431137,0.1271955514789772,1.0,1.0797872340425532,0.6621119122725609,1.0
ENSG00000231125,AF129075.1,0.0027641424009912786,1.6054149986377046,0.5510505258643259,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000286018,AF129075.3,0.0027641424009912786,-1.5645100028046084,0.44366895703366854,0.0,-1.0669011418758876,0.875457264599566,0.012241452089489235,1.301895996783517,0.7041534125864006,0.0,-0.3286951864042438,1.0,0.052327679538072894,3.819230229015716,0.05514734203842869,0.0,4.288350343293558,1.0,0.0,4.140789619854502,1.0
ENSG00000156265,MAP3K7CL,0.23495210408425868,0.9464519164727712,0.31804646807866144,0.038712548205280334,-2.2570849823019996,0.36292210563788724,0.21218516955114675,0.3293767332056241,0.989000722065923,0.026926648096564528,-2.5473354728795847,0.6420955340001753,0.11512089498376037,-0.5558092023312082,1.0,0.17365269461077842,0.7309736742443009,1.0,1.851063829787234,3.346464646246017,0.8987329585499261
ENSG00000215533,LINC00189,0.01796692560644331,3.8278074199741523,0.0027434321703498203,0.0,-1.414824445296194,0.7027333355701361,0.0,-1.5054589252740866,0.7830549981053316,0.0,-0.6766184898245502,1.0,0.0,0.01187530695811212,1.0,0.0,3.9404270398732506,1.0,0.0,3.792866316434196,1.0
ENSG00000156273,BACH1,0.536243625792308,2.7171882472942217,1.2846475278572553e-09,0.06452091367546722,-2.3656927379653148,0.02846290293483566,0.08977064865625439,-1.9092516673853082,0.050425595658962555,0.033658310120705665,-3.0754639556008083,0.044899454750854294,0.1360519667989895,-1.1382864396627697,1.0,0.34730538922155685,0.5318445627317061,1.0,0.30851063829787234,0.3842838392926511,1.0
ENSG00000248476,BACH1-IT1,0.006910356002478197,1.0204524979165477,0.6107293695109317,0.0,-0.6074695232385903,1.0,0.0,-0.6981040032164829,1.0,0.0,0.13073643223305353,1.0,0.020931071815229157,2.819230229015716,0.525524041882379,0.0,4.747781961930855,1.0,0.0,4.6002212384918,1.0
ENSG00000273017,AP000240.1,0.04284420721536482,1.8505274964742355,0.02469260727175255,0.008602788490062296,-1.2704345359610194,0.6636198843567569,0.0,-3.0200320981038455,0.13337781228967296,0.013463324048282264,-0.5322285804893756,1.0,0.041862143630458315,0.9712333224607663,0.9894283132152157,0.0,2.4258538670434926,1.0,0.0,2.278293143604437,1.0
ENSG00000232118,BACH1-AS1,0.0013820712004956393,0.02045249791654946,1.0,0.0,0.8075679760402528,1.0,0.004080484029829745,2.301895996783517,0.7830549981053316,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000228817,BACH1-IT2,0.012438640804460754,2.342380592803911,0.07525150610542976,0.0,-1.0669011418758876,0.8645977367021769,0.004080484029829745,-0.02003209810384554,1.0,0.0,-0.3286951864042438,1.0,0.0,0.35979861037841854,1.0,0.0,4.288350343293558,1.0,0.0,4.140789619854502,1.0
ENSG00000273464,AP000238.1,0.0013820712004956393,0.02045249791654946,1.0,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.006731662024141132,3.1307364322330544,0.7308022828156313,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000156299,TIAM1,0.2487728160892151,1.2535118443048519,0.013237172543412086,0.06882230792049837,-1.4328960182182122,0.3154011052945449,0.11833403686506261,-0.624103421772706,0.911720959605783,0.19521819870009283,0.2047370136768305,1.0,0.020931071815229157,-2.5901607071219854,0.44961660490335204,0.0,-0.2578425872630232,1.0,0.0,-0.40540331070207847,1.0
ENSG00000237594,AP000251.1,0.0,-0.9795475020834505,1.0,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.006731662024141132,4.130736432233054,0.5152228380380514,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000234509,AP000253.1,0.0,-2.301475596970813,0.5278027766153085,0.004301394245031148,1.3925304767614088,0.873115093275569,0.012241452089489235,3.301895996783517,0.283845817661889,0.0,0.8088083373456909,1.0,0.0,1.4973021341283532,1.0,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000142168,SOD1,0.5804699042081685,-1.3924416418224825,0.0016045925093026044,1.68614654405221,0.844752896373903,0.32792353483877784,1.3179963416350076,0.3914475817618094,0.7830549981053316,1.8242804085422468,0.9075864918238649,0.4187340016906279,1.266329844821364,0.27829235218655846,1.0,1.215568862275449,0.16469919442792136,1.0,0.925531914893617,-0.1764467797081381,1.0
ENSG00000273271,AP000254.2,0.012438640804460754,0.5350256707463066,0.7654836174526765,0.008602788490062296,0.17013805542496208,1.0,0.012241452089489235,0.6014562786424253,1.0,0.006731662024141132,0.22384583662453572,1.0,0.0,-0.18076977098428415,1.0,0.0,3.7477819619308543,1.0,0.0,3.6002212384917995,1.0
ENSG00000156304,SCAF4,0.18657961206691132,-0.15887120152801426,0.9194992466857893,0.2236725007416197,0.23170768242634976,0.9814875056505319,0.15505839313353031,-0.3842453383050066,1.0,0.13463324048282266,-0.54840850754481,1.0,0.4290869722121977,1.2573513414076014,0.36225491355188816,0.34730538922155685,1.167837535976323,1.0,0.0,-0.5747044440088791,1.0
ENSG00000273091,AP000255.1,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000159055,MIS18A,0.03455178001239098,-0.40839080088732693,0.7654836174526765,0.05161673094037378,0.5080076941813463,0.873115093275569,0.036724356268467706,-0.04860125030061635,1.0,0.033658310120705665,-0.06566078057044944,1.0,0.08372428726091663,1.2887155123169367,0.5570215121107606,0.0,1.8408913663223365,1.0,0.0,1.6933306428832808,1.0
ENSG00000227256,MIS18A-AS1,0.0,-0.9795475020834505,1.0,0.004301394245031148,3.392530476761409,0.5335647410685088,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000142207,URB1,0.030405566410904066,-0.3139665411540111,0.8490844447599841,0.02150697122515574,-0.5460689785744473,0.9917367235825632,0.05304629238778669,0.8613234053975365,0.6223722325662377,0.026926648096564528,-0.10192432455722145,1.0,0.06279321544568747,1.1347320547436457,0.7073331209773724,0.0,2.075356619959359,1.0,0.0,1.9277958965203044,1.0
ENSG00000256073,URB1-AS1,0.026259352809417148,0.5350256707463066,0.7049898507539303,0.030109759715218037,0.692090758620318,0.8645977367021769,0.01632193611931898,-0.23415690345669216,1.0,0.006731662024141132,-0.8692635677669465,1.0,0.010465535907614579,-0.18076977098428415,1.0,0.0,2.703387842572401,1.0,0.0,2.555827119133346,1.0
ENSG00000166979,EVA1C,0.006910356002478197,-2.6040383669912455,0.002059213071368284,0.034411153960249186,0.4749926369533828,0.961847077783855,0.08569016462642465,2.3690101926420537,0.01023213132154929,0.04712163416898792,1.0014534152880872,0.8096261722859884,0.0,-1.573087193763044,1.0,0.0,2.3554645391520945,1.0,0.0,2.2079038157130397,1.0
ENSG00000242220,TCP10L,0.0013820712004956393,-0.9795475020834514,0.8555404641068529,0.008602788490062296,2.392530476761409,0.5335647410685088,0.004080484029829745,1.301895996783517,1.0,0.0,0.8088083373456909,1.0,0.0,1.4973021341283532,1.0,0.0,5.425853867043491,1.0,0.0,5.2782931436044365,1.0
ENSG00000159079,CFAP298,0.19210789686889387,-0.7691277224130801,0.16283713412197764,0.3570157223375853,0.5656793790780084,0.5666267409139403,0.2162656535809765,-0.30076850567109803,1.0,0.4779480037140204,1.0245370284011284,0.3813158289283991,0.31396607722843733,0.3180993190980308,1.0,0.34730538922155685,0.7666904244809192,1.0,0.30851063829787234,0.6191297010418642,1.0
ENSG00000159082,SYNJ1,0.04699042081685174,0.3948480126980458,0.7654836174526765,0.008602788490062296,-1.9051500718792758,0.2941591331556455,0.06120726044744618,0.778334040726504,0.6223722325662377,0.04038997214484679,0.15673164076599821,1.0,0.031396607722843736,-0.038750766111856016,1.0,0.0,1.8170446243679685,1.0,0.0,1.6694839009289137,1.0
ENSG00000238197,PAXBP1-AS1,0.0386979936138779,0.7085084916018074,0.5510505258643259,0.05161673094037378,1.0055073536521633,0.5335647410685088,0.00816096805965949,-1.5725731211326242,0.5689223133798731,0.020194986072423395,-0.29552832246904437,1.0,0.0,-1.7043317270412963,1.0,0.0,2.224220005873842,1.0,0.0,2.0766592824347865,1.0
ENSG00000159086,PAXBP1,0.14926368965352904,0.2036743219723185,0.8542707413296694,0.09893206763571641,-0.5223529096006398,0.9398097449793842,0.14689742507387082,0.11903193963370695,1.0,0.14136490250696376,0.07446821258630809,1.0,0.1360519667989895,0.049156323037572225,1.0,0.0,0.07535661995935916,1.0,0.30851063829787234,1.526972256461161,1.0
ENSG00000205930,C21orf62-AS1,0.006910356002478197,-2.5238680183072626,0.002349609611441673,0.02150697122515574,-0.15179003946240055,1.0,0.044885324328127196,1.0288775023771013,0.5689223133798731,0.10770659238625811,2.633236772762237,0.011672109698896345,0.020931071815229157,0.1562652162932867,1.0,0.0,2.4258538670434926,1.0,0.0,2.278293143604437,1.0
ENSG00000205929,C21orf62,0.009674498403469475,-1.8375284972110242,0.026965141721471284,0.060219519430436075,1.8399894537326311,0.10523944199260987,0.02448290417897847,0.202360323232603,1.0,0.033658310120705665,0.7615026225673347,1.0,0.031396607722843736,0.7748361096572625,1.0,0.0,2.577856960488542,1.0,0.0,2.4302962370494874,1.0
ENSG00000184221,OLIG1,0.11747605204212934,4.446717252618646,8.615047373284454e-11,0.0,-4.083202954204988,0.014379119299023302,0.0,-4.173837434182881,0.004183549927115607,0.020194986072423395,-1.2955283224690444,0.8096261722859884,0.0,-2.6565032019506813,0.5496705617102293,0.0,1.2720485309644567,1.0,0.0,1.124487807525402,1.0
ENSG00000159110,IFNAR2,0.29990945050755374,-0.0057790436566314,1.0,0.2150697122515574,-0.5386705262532865,0.873115093275569,0.3509216265653581,0.28131511936106524,0.9869480292825129,0.42409470752089135,0.5761475805554164,0.8096261722859884,0.17791411042944782,-0.7319439582491563,1.0,0.5209580838323353,0.9795976371539282,1.0,0.30851063829787234,0.41369426971235734,1.0
ENSG00000223799,IL10RB-DT,0.0773959872277558,2.1529027939401972,0.0006403780665712719,0.008602788490062296,-2.0885962129752063,0.21200569769285374,0.00816096805965949,-2.1792306929531,0.13337781228967296,0.04712163416898792,0.17654012184617862,1.0,0.010465535907614579,-1.2682326122346232,1.0,0.0,1.639257505152686,1.0,0.0,1.4916967817136304,1.0
ENSG00000243646,IL10RB,0.5984368298146118,1.3557389756589295,0.003204946071481453,0.2494808662118066,-0.8202234966693056,0.6086005135769474,0.208104685521317,-1.1114064511245787,0.3968252415627671,0.2288765088207985,-0.8973274861848226,0.971613038126383,0.2930350054132082,-0.4952162845021939,1.0,0.0,-1.493009370231102,1.0,0.0,-1.6405700936701573,1.0
ENSG00000142166,IFNAR1,0.3330791593194491,-0.0031987701480973296,1.0,0.22797389498665085,-0.6141332535196009,0.831596657626153,0.23258758970029547,-0.5883158576783709,0.9148138603429118,0.46448467966573814,0.5526603170971374,0.8096261722859884,0.6488632262721038,1.0651911214905692,0.4539304924412259,0.34730538922155685,0.41090352557752086,1.0,0.30851063829787234,0.2633428021384656,1.0
ENSG00000159128,IFNGR2,0.9135490635276176,2.1432123912801804,7.865136215084441e-07,0.1247404331059033,-2.31528877174528,0.02846290293483566,0.07344871253693541,-3.084987539944615,0.0007085599011669662,0.19521819870009283,-1.5770828162736361,0.4735429970705121,0.7639841212558642,0.4973021341283544,0.9894283132152157,0.17365269461077842,-0.9175539552543215,1.0,0.15425531914893617,-1.0651146786933767,1.0
