Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000138185,ENTPD1,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000075239,ACAT1,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000149311,ATM,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000111639,MRPL51,0.0,-0.9795475020834505,1.0,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.010465535907614579,4.819230229015717,0.46765304818402853,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000185950,IRS2,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000102978,POLR2C,0.0013820712004956393,0.02045249791654946,1.0,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.006731662024141132,3.1307364322330544,0.759412447085229,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000267100,ILF3-DT,0.0027641424009912786,1.6054149986377046,0.5510505258643259,0.0,0.8075679760402528,1.0,0.0,0.716933496062361,1.0,0.0,1.5457739315118983,1.0,0.0,2.2342677282945607,1.0,0.0,6.162819461209699,1.0,0.0,6.015258737770642,1.0
ENSG00000287271,AC011455.6,0.0,-0.9795475020834505,1.0,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.006731662024141132,4.130736432233054,0.5152228380380514,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000213799,ZNF845,0.005528284801982557,-0.24258190791724576,1.0,0.0,-0.9293976181259529,0.8555492312340823,0.00816096805965949,0.8868584975046732,1.0,0.020194986072423395,2.32338151017545,0.4735429970705121,0.0,0.4973021341283541,1.0,0.0,4.425853867043493,1.0,0.0,4.2782931436044365,1.0
ENSG00000204577,LILRB3,0.0013820712004956393,1.0204524979165495,0.7654836174526765,0.0,1.3925304767614088,1.0,0.0,1.301895996783517,1.0,0.0,2.1307364322330544,1.0,0.0,2.8192302290157167,1.0,0.0,6.747781961930855,1.0,0.0,6.6002212384918,1.0
ENSG00000280071,GATD3B,0.08568841443072964,-0.41165851472123727,0.6713191396494275,0.116137644615841,0.2929948032104952,0.9575800684374731,0.13057548895455184,0.5008000651975952,0.7823389593231502,0.10097493036211698,0.08634231287460059,1.0,0.08372428726091663,-0.12978584226547873,1.0,0.0,0.5481096170944904,1.0,0.30851063829787234,2.005274649198021,1.0
ENSG00000275464,FP565260.1,0.009674498403469475,-0.9795475020834523,0.5155065380880522,0.0,-2.1310314792956033,0.42957413979858217,0.044885324328127196,2.301895996783517,0.03894851360409697,0.006731662024141132,-0.3286951864042438,1.0,0.031396607722843736,1.4973021341283541,0.8011543892195665,0.0,3.224220005873842,1.0,0.0,3.0766592824347865,1.0
ENSG00000280433,FP565260.6,0.01934899680693895,-0.3205844199185188,0.8880140305800929,0.038712548205280334,1.1294960709276163,0.5335647410685088,0.020402420149148726,0.07950357544706943,1.0,0.006731662024141132,-0.8692635677669465,1.0,0.031396607722843736,0.912339633407198,1.0,0.0,2.703387842572401,1.0,0.0,2.555827119133346,1.0
ENSG00000275993,SIK1B,0.006910356002478197,2.6054149986377046,0.1308069880501455,0.0,-0.19243202395974635,1.0,0.0,-0.283066503937639,1.0,0.0,0.5457739315118975,1.0,0.0,1.2342677282945598,1.0,0.0,5.162819461209699,1.0,0.0,5.015258737770644,1.0
