Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000177692,DNAJC28,0.0017133404230178426,-0.41864413226439723,1.0,0.004004602991944764,0.9192610940701176,0.776492416524992,0.0,1.0860648356747902,1.0
ENSG00000159131,GART,0.13878057426444526,0.11872890993849827,0.9596610907670569,0.10945914844649021,-0.5130543966405616,0.48432634965923704,0.24066390041493774,1.004637236330944,0.4180790621788075
ENSG00000159140,SON,1.7938674228996812,0.4016746496311459,0.6141634416047147,1.2854775604142692,-0.4795978847048798,0.42746927433315685,1.7889349930843705,0.2416504863144049,1.0
ENSG00000159147,DONSON,0.03426680846035685,0.5142416718770662,0.6603673423724984,0.02135788262370541,-0.6937157828206351,0.4927806895627268,0.04011065006915629,0.7835020656543596,1.0
ENSG00000205758,CRYZL1,0.1730473827248021,0.05410886487073352,1.0,0.14016110471806673,-0.5126897881450727,0.4524422461100879,0.3289073305670816,1.1068233958415876,0.29545562614757237
ENSG00000205726,ITSN1,0.0,-5.0625003220391225,6.948637559052485e-07,0.06540851553509781,5.563117283844843,3.964332916296129e-09,0.0,-2.2358632592125716,0.4590712831131312
ENSG00000241837,ATP5PO,1.5334396786009692,0.13132294710055464,0.8979613050242164,1.3402071346375144,-0.2305871146712586,0.6934573404111523,1.7568464730290456,0.29756894086850205,1.0
ENSG00000237945,LINC00649,0.20388751033912328,5.166318368456759,8.088331140954727e-16,0.005339470655926352,-4.6657014066510385,2.319927325869245e-12,0.0,-3.5462033798247226,0.14417629903593515
ENSG00000273102,AP000569.1,0.0017133404230178426,1.5813558677356028,0.6603673423724984,0.0,-1.0807389059298824,0.6832156908177066,0.0,2.4079929305621537,1.0
ENSG00000243927,MRPS6,0.4471818504076569,0.6147788692730527,0.30351105153089514,0.29100115074798616,-0.5299535205268142,0.393276797008999,0.29681881051175657,-0.25097015160278047,1.0
ENSG00000198743,SLC5A3,0.12678719130332036,0.3839098035293853,0.6603673423724984,0.09477560414269275,-0.3865473354539679,0.6585791890654557,0.11230982019363761,0.1250589672906539,1.0
ENSG00000227456,LINC00310,0.003426680846035685,2.166318368456759,0.42124591483312723,0.0,-1.6657014066510385,0.4927806895627268,0.0,1.8230304298409958,1.0
ENSG00000214955,AP000317.1,0.0,-0.41864413226439723,1.0,0.001334867663981588,0.9192610940701176,1.0,0.0,2.4079929305621537,1.0
ENSG00000205670,SMIM11A,0.0051400212690535275,-0.0036066329855541923,1.0,0.0,-3.2506639073721946,0.045719204151815816,0.04011065006915629,3.9929554312833098,0.053305209420611434
ENSG00000180509,KCNE1,0.0,-5.2515341464291385,1.054288219720127e-07,0.07475258918296893,5.752151108234859,5.060282635711733e-10,0.0,-2.4248970836025885,0.435175798946674
ENSG00000159200,RCAN1,0.042833510575446064,-0.784293604581078,0.34635356481347235,0.07875719217491368,0.7817575703201829,0.2798799153947213,0.056154910096818805,-0.0013980055755489218,1.0
ENSG00000159212,CLIC6,0.003426680846035685,2.166318368456759,0.42124591483312723,0.0,-1.6657014066510385,0.4927806895627268,0.0,1.8230304298409958,1.0
ENSG00000159216,RUNX1,0.2090275316081768,-0.04598523525610565,1.0,0.2322669735327963,0.26194774912427743,0.6832156908177066,0.12033195020746887,-0.8063261902386127,1.0
ENSG00000185917,SETD4,0.07024695734373154,0.1407832763496213,0.9454279925123211,0.05339470655926352,-0.581167896439371,0.48432634965923704,0.12835408022130013,1.1379037671944081,0.43463072069314695
ENSG00000159228,CBR1,0.19189412737799838,-0.2350897903928586,0.8055368253281002,0.23894131185270426,0.36672007104133897,0.6316575205727953,0.1524204702627939,-0.45990353343050216,1.0
ENSG00000236830,CBR3-AS1,0.04112017015242822,0.977284544066741,0.2920670225044353,0.022692750287686997,-0.6112536226286629,0.5476401918278611,0.008022130013831258,-0.9843244922166079,1.0
ENSG00000159231,CBR3,0.05482689353657096,1.8183950650364515,0.011043955181358213,0.002669735327963176,-3.9552080238460237,7.884240580567631e-07,0.08824343015214384,1.8636724143383425,0.14417629903593515
ENSG00000142197,DOP1B,0.051400212690535275,-1.749850040739771,0.003151686801291176,0.11613348676639815,-0.250663907372195,0.7278876033884436,0.5455048409405255,2.6338743379784804,0.00010324959399807604
ENSG00000273199,AP000692.2,0.01370672338414274,1.751280869177915,0.24383296705351326,0.004004602991944764,-1.2506639073721946,0.4784155842334542,0.0,-0.17696957015900328,1.0
ENSG00000159256,MORC3,0.2210209145693017,-0.20363124129354726,0.8614275449691274,0.24695051783659377,0.06610248239938832,1.0,0.3048409405255878,0.3941871310371221,1.0
ENSG00000228107,AP000692.1,0.022273425499231954,0.3887107897932065,0.8646003687114273,0.010678941311852704,-1.303131327266331,0.2167316086857031,0.056154910096818805,1.9485613119248555,0.25744021184689536
ENSG00000159259,CHAF1B,0.015420063807160583,1.9032839626229654,0.12735084079096828,0.004004602991944764,-1.402667000817245,0.3086278941558572,0.0,-0.29244678757893894,1.0
ENSG00000233818,AP000695.2,0.0017133404230178426,1.5813558677356028,0.6603673423724984,0.0,-1.0807389059298824,0.6832156908177066,0.0,2.4079929305621537,1.0
ENSG00000159267,HLCS,0.029126787191303325,-0.20291544120896088,0.9454279925123211,0.03203682393555811,-0.021845216876314133,1.0,0.04813278008298755,0.8230304298409958,0.9630049498845882
ENSG00000224790,AP000704.1,0.0051400212690535275,0.9963933670144467,0.6928403607279301,0.001334867663981588,-1.402667000817245,0.4927806895627268,0.008022130013831258,2.08606483567479,1.0
ENSG00000183145,RIPPLY3,0.0017133404230178426,1.5813558677356028,0.6603673423724984,0.0,-1.0807389059298824,0.6832156908177066,0.0,2.4079929305621537,1.0
ENSG00000185808,PIGP,0.21588089330024818,0.639303216944882,0.30351105153089514,0.12681242807825086,-0.753164247901378,0.1945499408333946,0.2085753803596127,0.3684645663755153,1.0
ENSG00000182670,TTC3,0.750443105281815,0.38501840746543364,0.6422173194454719,0.5286075949367088,-0.5378561284512134,0.3647020279476977,0.8503457814661134,0.4438275296018851,0.9630049498845882
ENSG00000228677,TTC3-AS1,0.0,-0.41864413226439723,1.0,0.001334867663981588,0.9192610940701176,1.0,0.0,2.4079929305621537,1.0
ENSG00000230366,DSCR9,0.00685336169207137,1.3183214619018093,0.6306797745462209,0.0,-2.888093827987487,0.08847121481772045,0.016044260027662516,2.6710273363959463,0.4663749948754461
ENSG00000157538,VPS26C,0.17476072314781996,0.18039355366848175,0.8553832938264985,0.15084004602991943,-0.21363317642722812,0.7692035933353248,0.17648686030428767,0.17666738445569719,1.0
