Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSG00000138185,ENTPD1,0.0013847770031515615,1.026043118378137,0.7473883909242197,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000075239,ACAT1,0.0013847770031515615,1.026043118378137,0.7473883909242197,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000149311,ATM,0.0013847770031515615,1.026043118378137,0.7473883909242197,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000111639,MRPL51,0.0,-0.9739568816218629,1.0,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.013327205882352942,5.185435085108974,0.5458521521764614,0.0,5.317792320318158,1.0
ENSG00000185950,IRS2,0.0013847770031515615,1.026043118378137,0.7473883909242197,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000102978,POLR2C,0.0013847770031515615,0.02604311837813711,1.0,0.0,0.4361790882009604,1.0,0.0041962089422659535,2.35008957943303,0.7502997192701308,0.0,1.916474789598281,1.0,0.0,2.600472584387818,1.0,0.0,4.7328298195970016,1.0
ENSG00000267100,ILF3-DT,0.002769554006303123,1.611005619099294,0.5588206157767875,0.0,0.4361790882009604,1.0,0.0,0.765127078711874,1.0,0.0,1.916474789598281,1.0,0.0,2.600472584387818,1.0,0.0,4.7328298195970016,1.0
ENSG00000287271,AC011455.6,0.0,-0.9739568816218629,1.0,0.0,1.0211415889221165,1.0,0.0041962089422659535,3.35008957943303,0.5357170875184053,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000213799,ZNF845,0.005539108012606246,-0.23699128745565723,1.0,0.00695693894686338,0.6061040896432726,1.0,0.01258862682679786,1.5427346573754255,0.5718195921656474,0.0,0.17950919543207444,1.0,0.0,0.8635069902216124,1.0,0.0,2.995864225430794,1.0
ENSG00000204577,LILRB3,0.0013847770031515615,1.026043118378137,0.7473883909242197,0.0,1.0211415889221165,1.0,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000280071,GATD3B,0.08862572820169994,-0.32662849994033305,0.7473883909242197,0.13913877893726762,0.6372266071390538,0.6378627996713825,0.10490522355664883,0.11979196001123649,1.0,0.09368575624082233,-0.0010630502097468408,1.0,0.07996323529411765,-0.1467613452322154,1.0,0.0,-0.8818800245182072,1.0
ENSG00000275464,FP565260.1,0.00969343902206093,-0.973956881621862,0.5004778600581264,0.02782775578745352,1.2841759947559108,0.5049468889536608,0.008392417884531907,-0.45726534262457363,1.0,0.025550660792951544,1.1795091954320744,0.9900473246694578,0.026654411764705885,1.3780801630513704,1.0,0.0,1.7942303642611437,1.0
ENSG00000280433,FP565260.6,0.01938687804412186,-0.3149937994569303,0.8929635284246669,0.034784694734316904,0.9570112515024007,0.6378627996713825,0.020981044711329767,0.12769715809658244,1.0,0.008516886930983847,-0.49856270968056293,1.0,0.026654411764705885,0.8162012754432553,1.0,0.0,1.2733982009597034,1.0
ENSG00000275993,SIK1B,0.006923885015757807,2.611005619099294,0.13365295272786798,0.0,-0.5638209117990396,1.0,0.0,-0.23487292128812598,1.0,0.0,0.9164747895982801,1.0,0.0,1.600472584387818,1.0,0.0,3.7328298195970007,1.0
ENSG00000288187,CU633906.5,0.0,-0.9739568816218629,1.0,0.0,1.0211415889221165,1.0,0.0041962089422659535,3.35008957943303,0.5357170875184053,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000275895,U2AF1L5,0.05123674911660777,0.18650779057138323,0.9711218269695646,0.04869857262804366,0.0951421703658939,1.0,0.046158298364925486,0.028161484545668358,1.0,0.03406754772393539,-0.24272380525097415,1.0,0.03998161764705883,0.09797224385863501,1.0,0.05858585858585858,1.1885093033731904,1.0
ENSG00000280145,CU638689.4,0.0,-1.973956881621863,0.6037213646837094,0.01043540842029507,4.0211415889221165,0.14822026216365755,0.0,0.3500895794330301,1.0,0.0,1.501437290319437,1.0,0.0,2.185435085108974,1.0,0.0,4.317792320318158,1.0
ENSG00000280164,CU638689.5,0.0,-0.9739568816218629,1.0,0.00347846947343169,3.0211415889221165,0.6378627996713825,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000280018,CU634019.5,0.0,-0.9739568816218629,1.0,0.00347846947343169,3.0211415889221165,0.6378627996713825,0.0,1.35008957943303,1.0,0.0,2.501437290319437,1.0,0.0,3.185435085108974,1.0,0.0,5.317792320318158,1.0
ENSG00000273590,SMIM11B,0.002769554006303123,1.611005619099294,0.5588206157767875,0.0,0.4361790882009604,1.0,0.0,0.765127078711874,1.0,0.0,1.916474789598281,1.0,0.0,2.600472584387818,1.0,0.0,4.7328298195970016,1.0
ENSG00000278961,SMIM34B,0.002769554006303123,1.611005619099294,0.5588206157767875,0.0,0.4361790882009604,1.0,0.0,0.765127078711874,1.0,0.0,1.916474789598281,1.0,0.0,2.600472584387818,1.0,0.0,4.7328298195970016,1.0
ENSG00000276289,KCNE1B,0.004154331009454684,2.026043118378138,0.3642309444369353,0.0,0.021141588922116483,1.0,0.0,0.3500895794330301,1.0,0.0,1.501437290319437,1.0,0.0,2.185435085108974,1.0,0.0,4.317792320318158,1.0
ENSG00000279579,LINC01666,0.0,-1.5589193823430199,0.770721378720369,0.0,0.4361790882009604,1.0,0.0,0.765127078711874,1.0,0.008516886930983847,3.501437290319437,0.7800964352570041,0.013327205882352942,4.185435085108974,0.7718391546742662,0.0,4.7328298195970016,1.0
