PC,ENSG00000065135,ENSG00000159352,ENSG00000143322,ENSG00000116918,ENSG00000115355,ENSG00000254999,ENSG00000231160,ENSG00000177738,ENSG00000196262,ENSG00000283886,ENSG00000138185,ENSG00000075239,ENSG00000149311,ENSG00000111639,ENSG00000185950,ENSG00000102978,ENSG00000267100,ENSG00000287271,ENSG00000213799,ENSG00000204577,ENSG00000280071,ENSG00000275464,ENSG00000280433,ENSG00000275993,ENSG00000288187,ENSG00000275895,ENSG00000280145,ENSG00000280164,ENSG00000280018,ENSG00000273590,ENSG00000278961,ENSG00000276289,ENSG00000279579,ENSG00000278932,ENSG00000274391,ENSG00000224905,ENSG00000185272,ENSG00000155304,ENSG00000155307,ENSG00000281903,ENSG00000180530,ENSG00000229425,ENSG00000155313,ENSG00000215386,ENSG00000154640,ENSG00000280594,ENSG00000240770,ENSG00000154642,ENSG00000244676,ENSG00000154645,ENSG00000237484,ENSG00000234883,ENSG00000260583,ENSG00000154719,ENSG00000154721,ENSG00000287109,ENSG00000154723,ENSG00000154727,ENSG00000142192,ENSG00000233783,ENSG00000166265,ENSG00000154734,ENSG00000154736,ENSG00000232079,ENSG00000232855,ENSG00000156239,ENSG00000198862,ENSG00000156253,ENSG00000273254,ENSG00000156256,ENSG00000156261,ENSG00000231125,ENSG00000286018,ENSG00000156265,ENSG00000215533,ENSG00000156273,ENSG00000248476,ENSG00000273017,ENSG00000232118,ENSG00000228817,ENSG00000273464,ENSG00000156299,ENSG00000237594,ENSG00000234509,ENSG00000142168,ENSG00000273271,ENSG00000156304,ENSG00000273091,ENSG00000159055,ENSG00000227256,ENSG00000142207,ENSG00000256073,ENSG00000166979,ENSG00000242220,ENSG00000159079,ENSG00000159082,ENSG00000238197,ENSG00000159086,ENSG00000205930,ENSG00000205929,ENSG00000184221,ENSG00000159110,ENSG00000223799,ENSG00000243646,ENSG00000142166,ENSG00000159128,ENSG00000142188,ENSG00000177692,ENSG00000159131,ENSG00000159140,ENSG00000159147,ENSG00000205758,ENSG00000205726,ENSG00000241837,ENSG00000237945,ENSG00000273102,ENSG00000243927,ENSG00000198743,ENSG00000227456,ENSG00000214955,ENSG00000205670,ENSG00000180509,ENSG00000159200,ENSG00000159212,ENSG00000159216,ENSG00000185917,ENSG00000159228,ENSG00000236830,ENSG00000159231,ENSG00000142197,ENSG00000273199,ENSG00000159256,ENSG00000228107,ENSG00000159259,ENSG00000233818,ENSG00000159267,ENSG00000224790,ENSG00000183145,ENSG00000185808,ENSG00000182670,ENSG00000228677,ENSG00000230366,ENSG00000157538,ENSG00000272948,ENSG00000287637,ENSG00000273210,ENSG00000157540,ENSG00000157551,ENSG00000157557,ENSG00000235888,ENSG00000183527,ENSG00000185658,ENSG00000272991,ENSG00000237373,ENSG00000255568,ENSG00000205581,ENSG00000182093,ENSG00000157578,ENSG00000185437,ENSG00000182240,ENSG00000183844,ENSG00000183486,ENSG00000157601,ENSG00000141956,ENSG00000227698,ENSG00000157617,ENSG00000173276,ENSG00000237232,ENSG00000177398,ENSG00000184385,ENSG00000160179,ENSG00000160183,ENSG00000160185,ENSG00000160188,ENSG00000160190,ENSG00000160191,ENSG00000160193,ENSG00000160194,ENSG00000233056,ENSG00000160199,ENSG00000160201,ENSG00000286549,ENSG00000237989,ENSG00000142178,ENSG00000160207,ENSG00000160208,ENSG00000160209,ENSG00000160213,ENSG00000160214,ENSG00000215458,ENSG00000160216,ENSG00000160218,ENSG00000241945,ENSG00000160221,ENSG00000225331,ENSG00000285413,ENSG00000237604,ENSG00000232124,ENSG00000160223,ENSG00000278158,ENSG00000275799,ENSG00000142182,ENSG00000232010,ENSG00000160224,ENSG00000141959,ENSG00000241728,ENSG00000160226,ENSG00000184441,ENSG00000260256,ENSG00000142185,ENSG00000160233,ENSG00000274225,ENSG00000184787,ENSG00000236519,ENSG00000184900,ENSG00000183255,ENSG00000160255,ENSG00000227039,ENSG00000273027,ENSG00000183250,ENSG00000272825,ENSG00000160256,ENSG00000276529,ENSG00000197381,ENSG00000186866,ENSG00000223768,ENSG00000182871,ENSG00000173638,ENSG00000233922,ENSG00000183570,ENSG00000275139,ENSG00000205424,ENSG00000286886,ENSG00000142156,ENSG00000142173,ENSG00000160284,ENSG00000160285,ENSG00000215424,ENSG00000160294,ENSG00000239415,ENSG00000182362,ENSG00000160298,ENSG00000160299,ENSG00000286224,ENSG00000160305,ENSG00000223692,ENSG00000160307,ENSG00000160310,ENSG00000198918
1,0.0,-0.012591625590778102,0.0,0.0,0.03397887134539877,0.010259678403818105,0.0,0.0,0.0006897204824779523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011750112484079756,0.0,-0.006697641985495681,-0.021157115056689667,-0.010526237394062919,0.06707539184370884,0.0,0.022403158980872744,-0.02033300990739808,0.0,0.0,0.0,0.0,0.02480396481957226,0.0,-0.006669258818584014,-0.003400427927414939,-0.022040327820458713,-0.07871412134428037,-0.01988653226543756,0.058549273033547476,0.0,0.11012124178571807,0.0014298893020703687,0.03351389190803278,-0.0177092342772594,-0.05383568581634699,0.000290800018282419,0.0,-0.01451287353593702,-0.014424640810035999,0.0,-0.05633847331658973,-0.0610915252357566,0.0,-0.06686327768549867,-0.018198189294982528,0.0,0.044558427478784336,0.02316857408871543,0.1605695518512905,0.0,0.011675428568205692,-0.022413610214187776,0.07732453501846555,0.0,0.0018728854137828837,-0.03042445285932479,0.012517159806366866,-0.015490375129281957,-0.028937305817294683,-0.004222079801831941,-0.023841908452843914,0.0,-0.029325076266872627,0.11498730178901687,0.07744553206225696,0.2668747903076782,0.012597283662224098,0.05346045526199195,0.0,0.05770077292234919,0.0,0.11066970185895876,0.0,-0.01926956611489475,-0.21472722767607452,0.03285446260440854,-0.014476545654879902,0.0,-0.015464028182808669,0.0,-0.019215087219196805,0.023239739036984647,-0.04584151880976561,-0.009801401766592442,-0.07366759780119733,0.021220302627017965,0.010412267006014298,0.025232527068936656,-0.0608567992561335,-0.04993250216192567,0.1656343352575423,0.01735596365724417,0.09818269996671221,0.1886058336372419,0.002985828378050491,0.24878775916241358,-0.04955086813292539,0.022438220333217795,-0.013863515507637538,-0.0874248384805937,0.004331660717522295,-0.03312885836366327,0.14169571469148434,-0.030404966200317598,-0.13406912060004725,0.0,-0.013273541367785248,-0.009631781498514217,0.0,0.0,-0.03184556307250669,0.15337945132110217,0.05588623412664222,0.0,0.03353984345076936,-0.0109260172892134,0.04433395782407916,-0.017455995551210628,-0.08113170060946692,-0.0037318253163644956,-0.02820098147881436,0.01769511276466014,-0.0406656190936358,-0.018518295161109,0.0,0.006005593554067623,-0.026024051585552654,0.0,-0.04513516626656974,-0.056659551464703604,0.0,-0.031324357964685606,-0.005462392555941245,-0.02705715178170166,0.0,-0.03050084322650119,0.0001677539452468898,0.03313392966268143,0.20500833725128967,0.0,-0.02198022303268171,-0.020501083256669446,0.0,-0.012754026445073598,0.06352011503593188,-0.19986411119769315,0.02754227029292957,0.0,-0.03261821918202664,-0.04273528363645265,0.0,0.06098247147101718,-0.022506219717598717,0.003593489325440182,0.0,0.0108558438140069,0.002848469913815738,0.0,-0.011626942250891621,0.03392621017827298,-0.06038767150808545,0.0,-0.10598443004646212,0.0,-0.04806373153919917,-0.043914865492153045,-0.020883169976761887,0.08311405213632674,0.005826977229168919,-0.0029975317948855223,0.08070187988406566,0.0,0.0,-0.012804001354144506,0.0,-0.05525744936365613,0.22215104983010017,0.16203403286861265,-0.06251088274630047,0.1601938374991677,0.12533008341668572,0.0013375675822550248,-0.0247184525755192,0.02246362441706076,0.016889316492099276,0.0,-0.012698793240470803,-0.030145353843458924,-0.032145036932908794,-0.051965069748740975,-0.04741422283703868,0.0,-0.005793132249436772,-0.009040130054044658,0.04126600730278523,-0.017837856359849854,-0.07132274879779528,0.00119873112125854,0.0,0.12775083708935644,0.041576374973255475,0.03618367141644358,0.022892581015397543,0.0,0.07378798929593562,0.17299015695224568,0.2666860522207096,0.02853227527048629,0.0,-0.02303376964521676,0.09192628093866877,-0.018720025316876616,-0.0077410458528245065,-0.0697512653288692,0.0005552923759705412,0.020019037851251115,-0.04312325707109087,0.1492995711825664,0.02325965661007792,-0.03157093003376487,-0.017636381974539744,0.0,0.0,-0.05311808390637546,-0.08494476061672936,-0.041496970105114515,-0.01533098696626138,-0.04844242087081023,0.04061682459111652,-0.008150986145981247,-0.01877735487781754,-0.032027242490916576,0.008874669726780155,0.0,-0.05696587181367651,-0.004278310083168559,-0.09814449350941216,-0.19264510607057575,0.0
2,0.0,0.07311228725202742,0.0,0.0,-0.037038431544923256,0.031499782722664765,0.0,0.0,0.013444411765721654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02859318442408965,0.0,0.04172564994370389,0.009287229174367313,0.0009623554174824549,0.005619536586430874,0.0,0.04495831904794687,0.036547587769238984,0.0,0.0,0.0,0.0,-0.0037089575761782164,0.0,-0.04952950138178217,-0.0007445010581889216,-0.06894342593631335,-0.014055658256844903,-0.004730508111184956,0.05203327974730026,0.0,-0.00697355301351339,-0.019709487532509295,0.02704820160222073,-0.011975212956258216,-0.01581407641460021,0.023198791967869652,0.0,0.040169286946070006,0.0012217161783131052,0.0,-0.08233108708800262,-0.03651166394270588,0.0,-0.0041904555529835305,-0.007597940299928045,0.0,-0.013294629854790825,0.02006357562836569,-0.10260324159265678,0.0,-0.05505851704071346,0.05450540713343336,0.02717083664794678,0.0,0.05759811935606199,-0.06397958096688884,-0.06957551092361858,0.012343749618233516,-0.007931371032490442,-0.0339708849372951,-0.006034341551215543,0.0,-0.04301168819154388,-0.066812643703343,-0.018843184439768654,-0.023075131341570004,-0.10797433670581755,-0.07874793768350363,0.0,0.02077035935498269,0.0,0.07673982348897855,0.0,0.05291849821348924,0.02298876159770021,0.004979159648051498,-0.09557663016253759,0.0,-0.047783817053024,0.0,0.008681761727182753,0.017162446499920637,0.06348328043982826,0.00279791226427673,-0.01213289558759644,-0.002999980421733058,0.012037214629731004,-0.00593149874488962,0.06086826973714286,0.005500228921025077,0.010757132334164251,0.06902140778550206,0.03216839477091745,-0.035185175974896364,-0.14315221393817337,-0.18294405205546402,0.013726288444978885,-0.014254147569871986,-0.0519256053461096,0.016835448680537598,-0.01582727856270416,-0.06843929516995276,0.009692230248931533,-0.07798487987431642,0.1561444887835105,0.0,0.12504295961797673,0.00018296532256438194,0.0,0.0,-0.06726881167049213,-0.008225087081909107,-0.013939312704438612,0.0,0.07503256285923063,-0.052746213771108094,0.013325526272650653,0.03434067707255703,-0.06199804345409314,-0.2109433092584494,0.04249197462200534,-0.04238041338985581,-0.0800761840443323,0.05952617952027176,0.0,-0.025363321322932814,-0.01775405316428719,0.0,0.01199888573936447,-0.06276836419162976,0.0,0.0004844128577298995,0.007252568533419994,0.03594355874985696,0.0,0.004352768976722084,-0.03272366621359269,0.013754292481982957,0.027395092975969287,0.0,0.04897761373715668,0.018304530485537696,0.0,0.028513170821009952,0.006406213097190405,-0.11155534829057961,-0.05479252495688164,0.0,-0.04606828821664724,-0.26569325635506835,0.0,-0.07220380025629036,-0.05313244201200378,-0.07645802876754541,0.0,-0.01386372892900116,0.006615908376368341,0.0,0.0320027698469056,0.017090305322799437,-0.05881882350197677,0.0,0.12694391905560984,0.0,-0.05591285653807429,0.04115314703229502,-0.11657641980291557,0.018492026335432205,0.007670223462603101,0.05680154981944238,-0.0268686817590363,0.0,0.0,-0.06485873557767148,0.0,0.04756759501153519,0.07394055822186121,0.07221060399214464,0.0534442148005572,0.011141307099168952,-0.01097970565998142,-0.018498150832165307,0.0458040553146632,-0.010501347217197794,-0.12624499898808672,0.0,-0.07901178133143585,-0.17246015069521944,-0.26385909142396147,-0.2487665327681176,-0.21553649555581328,0.0,-0.06530699097953925,-0.03873927866990405,-0.10105473049130308,-0.09140961102770424,-0.008130964178465235,-0.02998786170640492,0.0,0.031244639647895832,-0.034274816498183605,-0.008696419333614355,0.06674366818105257,0.0,0.017417816875458233,0.05167503924542688,0.2418580291561218,0.04121440893669335,0.0,0.011576083161898284,-0.06030135749021021,-0.012473981162396884,0.025283129953604315,-0.11344845483059485,-0.009222624515691733,0.00671153452469064,0.050755786200819525,-0.010227829919509506,0.012323003094014713,-0.057525386050691234,0.048280202228041864,0.0,0.0,0.07862472791766253,0.1666358937547399,0.010716571131112847,0.08596219340696686,0.055371475237441944,-0.023204435412090073,0.035886005223719646,-0.03505862198145586,-0.00583188169607955,0.06507732677268907,0.0,0.1917761976650114,0.027834270052128858,0.14161794462997698,0.21109385751719095,0.0
3,0.0,0.07678972882519144,0.0,0.0,0.0020235984649294857,-0.0016496144492617354,0.0,0.0,0.10521897592484555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08214332213378651,0.0,-0.09321523473418615,-0.017998655730756697,0.021877397020427774,-0.05351625127936488,0.0,0.030068847012447494,0.005857959431829928,0.0,0.0,0.0,0.0,0.0405501230459992,0.0,-0.048482728149545656,0.2568979584831146,-0.054144566405375134,0.04431743700172988,0.036629108207978184,0.004093166073755612,0.0,-0.060245750971200905,-0.03181651268980351,-0.04527329975522042,0.025189614582895824,-0.09394357846245005,-0.01958020649018517,0.0,-0.05797539237815889,0.02836453318399941,0.0,0.043841414241282475,-0.03187260797489271,0.0,0.12579357031295565,-0.004275368750810617,0.0,0.13318592847913135,0.09969380535427545,0.04046287569705917,0.0,-0.03007295944034399,-0.007712895653796102,0.05363056282354607,0.0,0.00558261433734602,-0.07556213192474795,0.04828885793504947,-0.012650630021968406,0.07204590340452796,-0.1019999056842865,0.04464519601025792,0.0,-0.01028158921705563,-0.06818925077226576,0.004665437119159133,0.03841014231341248,0.008591478727343047,0.06401865321886613,0.0,0.02501754970805498,0.0,0.0007302110634046671,0.0,-0.14081218379922328,0.061901268642522746,-0.0030956640330208865,0.08501652221710454,0.0,0.06286420346187833,0.0,-0.007332889726272829,0.019559914380000112,-0.06636295409732405,-0.054840296296844955,0.06821799404196821,-0.0323744430420587,0.02727984186465104,-0.015389775908442543,0.03386104598285478,0.02550438475012764,0.06014942852735319,0.08024817569521622,0.047559939832687824,-0.021180471101714938,0.03164314489056985,0.03285856589855752,0.12494853070605322,0.01143585305874198,0.011264929570830026,0.0018236061172178602,0.02109772907884043,-0.051714747409714816,0.013275968788499104,0.13048847049550272,-0.03920375907095524,0.0,0.05570848292191743,-9.899071718623989e-05,0.0,0.0,-0.02827782400161499,-0.0012649546077066697,-0.005341286303296343,0.0,-0.0530339244445427,0.05735839793300734,0.027474803763723403,0.11575858492494787,-0.04377287718754216,-0.0032511850129024696,0.01750987842518633,0.03003218413462174,-0.009454484832625018,-0.09863217634036794,0.0,0.008865718935832236,-0.008443755817675374,0.0,0.13032724390070033,-0.0008484524186008505,0.0,0.184066004773195,0.10513527801322238,0.2929358512914955,0.0,0.06389279502364359,-0.09091494575879663,0.03507485701762471,0.003634999372828737,0.0,0.013811273919054378,-0.042422502991350614,0.0,-0.024328788546544886,0.02703692726768836,0.09997306511919839,-0.09064284365359139,0.0,-0.011695847803321623,-0.029110125694514113,0.0,-0.09867276961431903,-0.047037757519567645,-0.03884213666312281,0.0,0.08669723803991634,-0.15365771109992346,0.0,0.2948386263910321,0.043380274164370854,-0.031948983750799735,0.0,0.04467529638203077,0.0,-0.07346795466212984,0.09049725138811705,-0.10340673087329187,0.05597267856959161,-0.0005657704802262653,0.019054847682454176,-0.03232731042561909,0.0,0.0,-0.007254181927237681,0.0,0.015392133559619426,-0.011977461314947403,0.063062991942947,0.03943728487076962,0.007635202413163268,-0.0764782930724369,-0.043861564770958685,0.03278880658573844,-0.007192295177202631,0.026304012967403596,0.0,0.02770321261008964,0.016525797753182095,-0.0018300097673564792,-0.043702360608170045,0.018226512568383223,0.0,0.06990538346962548,-0.041930765705970194,-0.053625255456865674,-0.06715114984427112,-0.040401255408148574,0.0927775481387665,0.0,0.02350413457331361,0.0188449009844186,0.011889755333221291,-0.022678364613664685,0.0,-0.027995219565615643,-0.10234558802468632,-0.002361349564151601,-0.011384013942434231,0.0,0.05040980925542251,0.024638331334600222,0.12509394898308526,0.15818125105336803,-0.015446994404894459,-0.02537961135244575,0.055482536811502996,0.015724523307358768,0.003068184719181421,0.3123791022928374,-0.058663912677064556,0.06034671155912199,0.0,0.0,-0.021505518162349364,-0.12557855899293383,-0.04143422850636642,0.0022804918403569554,-0.05443121362174407,0.04366398665717837,-0.18570917779723511,-0.008185908871424749,0.03745017659283952,0.0384895353031952,0.0,-0.09706684810232599,0.013305218995937408,-0.07809146222303243,-0.04823062943789692,0.0
4,0.0,0.0827117245642854,0.0,0.0,-0.08703617141115,-0.03886602668438213,0.0,0.0,-0.12237678703867132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201350116930914,0.0,-0.03487787240873337,-0.06343035522111357,0.0746876263148108,-0.00014506987734195189,0.0,-0.029839315318305658,0.023386260990887406,0.0,0.0,0.0,0.0,0.031530465045376425,0.0,-0.09329554065575384,0.14784875545019088,0.015380936107429171,-0.03954484890001775,-0.06377074118322683,0.04565532978395443,0.0,0.0501616152566181,-0.10285113332521784,0.06135287028106735,-0.03652401269549144,-0.07132495149997556,0.05370145098450543,0.0,-0.028658793884969093,-0.06398292375497995,0.0,-0.043930667782049536,-0.021497188654746917,0.0,0.02458644179436902,0.030227646712419693,0.0,-0.11517579429108081,0.016783395821175575,-0.09320021752126095,0.0,-0.12161162939189392,0.06325506075303833,-0.03768747649305311,0.0,0.03282303946037445,-0.03883362258067067,0.07267000019529737,-0.03204512411795565,-0.08878122343401891,0.05469100426190504,-0.052049608998948074,0.0,-0.05054613699675394,0.009724225455236366,0.014696511357294368,-0.007819360641603112,0.02527090865006433,-0.031220807755467747,0.0,-0.04116034514412736,0.0,-0.07855879548168967,0.0,0.09936852875882847,-0.09845269950748796,0.003843694830650622,0.2041178156358978,0.0,0.03839189472376843,0.0,0.029405159889701805,0.05531479009697337,-0.0424231194293302,0.004547396458409331,-0.03489923314760882,-0.06638082989030525,-0.036038827747835275,-0.0861670662805467,-0.12538031258869692,-0.05680151990185994,-0.0022889115938872595,-0.07309576165140966,-0.010016358272092407,-0.03056583010576848,-0.09026392824028209,0.015076513245777528,-0.08341864281904735,-0.046876073046767,-0.0511680131812926,0.14140536948466662,-0.00026935127208718447,-0.013154929612083617,-0.0011731960188648583,-0.11306486891877822,0.034304845129359385,0.0,0.00864179555098523,0.05795848238673359,0.0,0.0,0.20404340348666858,0.005141044021784102,-0.07485528639362271,0.0,0.0012974311240737735,-0.053107938772235554,-0.041157317975368535,-0.10539845685268066,-0.06786527277214698,0.11252976019694187,-0.006776962157119171,-0.005063052275938992,0.0219091626859356,-0.0352457577870817,0.0,0.004373619282376683,-0.023437849088970533,0.0,-0.1715710932504044,0.011798212588076241,0.0,0.09447711500182665,0.06997170118445767,0.17301219383495586,0.0,0.033500386020873935,0.08635416652810252,-0.03887696880983745,-0.02887657016765425,0.0,-0.007830387116194326,-0.054094365915037385,0.0,-0.02403382463333052,-0.029044863955900006,-0.08792866880216997,0.026616454938688104,0.0,-0.06149701255616748,0.02702117044492991,0.0,-0.014106381476783338,0.02510129556096641,-0.07640378379803961,0.0,0.11267903189654233,-0.0014229711523016206,0.0,0.1025772809881291,0.0019527177837554493,-0.008400634610470699,0.0,-0.003749785974086997,0.0,0.011190573474975518,-0.17205956890909613,0.08494266915487929,0.03543657088504288,-0.022274308160307475,0.03485008177949367,0.029999275804264935,0.0,0.0,-0.06432323449334544,0.0,-0.027077100301377548,-0.03384424594342407,-0.0688802711254046,-0.00698217224841217,-0.020474754456515143,0.028928510421267577,0.048192231270063175,0.03833217876977308,-0.053495795478820135,0.06366906774254087,0.0,0.03926826023283413,0.04337426014221509,0.04127598345080451,0.006598519990853465,-0.01859775218286153,0.0,-0.015253956725387138,-0.002529082952814822,-0.11457219373122027,0.17397736525845592,-0.08349523397678965,-0.0801646805273379,0.0,-0.013323469151569099,-0.034336416462718476,0.0170447588385025,0.04945168026295948,0.0,-0.020238493974419288,0.0010249198751235275,0.0959171992465671,0.11373348121375859,0.0,0.004298815251876172,-0.049448522535369646,0.03558049225200566,-0.06562194477654644,0.2191682629234122,-0.1004824681739318,-0.12425578763483278,-0.11866980885588081,-0.04970190592497446,0.16216562522606004,-0.06500491779011064,-0.20252542072772894,0.0,0.0,-0.04979506778532416,0.11503956426497604,-0.06436626226382815,0.0471772540349329,-0.15805412859217077,0.04635321740118971,0.00946150497918976,-0.009499950516652459,-0.16379229086820396,-0.03269060989698453,0.0,0.14769229880822338,-0.026813874742233585,0.04729322486502126,0.010860487169920713,0.0
5,0.0,0.054452202235402807,0.0,0.0,0.13978066675203774,0.03734970989097618,0.0,0.0,-0.0061635350454568435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005015631635715689,0.0,0.01962139152835663,-0.06933120838645818,0.04388662736138875,-0.008897608479324439,0.0,0.05743093743133455,0.11741197494300237,0.0,0.0,0.0,0.0,-0.01021249403112523,0.0,-0.10117157310012347,-0.1935685540239042,0.0028181769829610064,0.010167608791021809,0.05889330533774829,-0.21272193388940852,0.0,0.027157917689065413,0.1390380593657708,0.04302348229686997,0.008878615318413923,-0.06507268292598418,0.013228740192678936,0.0,-0.037290700526728615,0.01806691525193554,0.0,0.05290746342863851,0.09105778219364918,0.0,-0.044954124985027585,0.021753520632790263,0.0,0.05183564099699246,-0.004083444444466105,0.18139665399720928,0.0,0.22331581580070417,0.0332769184787503,-0.05642880818424897,0.0,-0.013523136475458202,0.03596446058775473,-0.13058895827155734,0.02390076923471575,0.08714413415841477,-0.020624175448529427,0.035346932264251923,0.0,-0.038186520275986076,0.016646031111237088,-0.023013535227798792,-0.03589137021000004,0.11561393355448796,-0.07395866419716007,0.0,0.018939511946951815,0.0,0.018464290486266077,0.0,-0.10999688564485442,-0.017581260501112098,0.02672829411400788,0.041104996513597086,0.0,0.01292827927572356,0.0,0.04619634907850249,0.08717591022917383,-0.07392819161862622,-0.035640137820546265,0.0890199070198539,-0.06577551234632768,-0.0027411066209191586,0.11744423606947257,-0.08356801802168469,-0.0018332370660921503,0.02872484316585734,0.02639442332456685,0.016933260745902828,0.007924174133011375,-0.1275857459288549,0.01719291709716746,0.0694265099813092,-0.03324397366379089,-0.16238977749689174,0.052205635697904866,-0.048595239565799156,-0.05562208203715925,-0.0025103518209870735,0.016610415817460554,0.0757253930270846,0.0,-0.008267677420544888,0.0783624001067372,0.0,0.0,0.11562907651414363,-0.06080959649390523,0.049315002862040325,0.0,-0.030009092918958504,0.09323191101410098,0.04577273994001113,-0.014652232744686836,-0.025877945073652063,-0.04533893676996603,0.09819029194506229,0.038542056056257164,-0.015116142524810383,-0.07403628585678923,0.0,0.05839840489610457,0.16390569654562215,0.0,-0.0391941226121714,-0.04152039340324113,0.0,0.0065135694539240835,0.1277492355899129,-0.04522057865994467,0.0,-0.022177023796583536,-0.026616254963068568,0.07721890834709846,0.028527640450346246,0.0,-0.0468441568143441,-0.1478972958628798,0.0,-0.052193773126323534,0.023096708512438866,0.05932769580537757,0.09768833833575509,0.0,0.00403566587836045,0.04456344813277783,0.0,-0.1573460482154612,-0.052220067468166556,-0.0019142560136740775,0.0,-0.04122400207444164,-0.10730471312108503,0.0,-0.16968227451822684,-0.022007009218545166,0.045559863450772356,0.0,-0.015396206848753211,0.0,0.08768374341613033,0.013906105478987699,-0.05014297353310973,0.15628635477117636,-0.014071433991575791,0.03909740004922044,-0.08129824713924189,0.0,0.0,0.04132410895322359,0.0,0.08333546453279896,-0.002429679109620224,0.010736990056822528,0.04866594424839197,-0.010814326172216842,-0.09508977333199573,-0.09485935929519718,0.0016024119978096407,0.011232506752429332,0.06251039090196686,0.0,0.05789606390282121,-0.008137065225047986,0.04807041294932078,-0.03463027488864851,-0.0526229888901015,0.0,0.023572473215450147,-0.11679508490194658,-0.06617721969836207,0.04885696018630995,0.03126172660216454,0.04233243495822508,0.0,0.027881623238168812,-0.02549626803026052,0.023987315734683518,0.015145336981150762,0.0,0.08483513950113339,-0.02453954130920218,0.04769089299800387,-0.09465248047973936,0.0,0.04140571900418671,-0.043232342962157284,0.04454260259086838,-0.037051316235769204,-0.006115692395020884,-0.05984510993424115,-0.02122477139365435,-0.011790884754035245,-0.0073506337440195114,-0.16917818722041267,-0.07103757824647328,-0.16467612686106786,0.0,0.0,-0.017394577007183637,0.05464916304740206,-0.06264797033838124,0.05170793469855455,-0.11412459387843688,-0.037701575883278854,-0.15137852515299607,-0.15126825340973665,-0.126477075650196,0.13158550808086775,0.0,0.014116477995971837,0.03388254399274594,0.05404911539872394,-0.009553344131750149,0.0
