Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000272948,AP001412.1,0.008468389545919112,2.887275107527758,0.0766611143466777,0.0,-2.887275107527758,0.0766611143466777
ENSG00000287637,AP001437.2,0.0,-0.9200798145298457,1.0,0.0013352364289331922,0.9200798145298457,1.0
ENSG00000273210,AP001437.1,0.015525380834185039,1.6648826861913104,0.18239202014949765,0.004005709286799577,-1.6648826861913104,0.18239202014949765
ENSG00000157540,DYRK1A,0.23570350902808196,0.10591539400309902,0.9242725424167166,0.2189787743450435,-0.10591539400309902,0.9242725424167166
ENSG00000157551,KCNJ15,0.0,-3.090004815972158,0.18239202014949765,0.010681891431465538,3.090004815972158,0.18239202014949765
ENSG00000157557,ETS2,0.031050761668370078,-3.1778775719974925,2.3582785426985084e-10,0.2924167779363691,3.1778775719974925,2.3582785426985084e-10
ENSG00000235888,AF064858.1,0.0,-1.5050423152510017,0.7278785914581913,0.0026704728578663844,1.5050423152510017,0.7278785914581913
ENSG00000183527,PSMG1,0.12702584318878668,0.680824230060332,0.29331876281369523,0.07877894930705834,-0.680824230060332,0.29331876281369523
ENSG00000185658,BRWD1,0.3373241835791113,0.5192052309956754,0.4246280401646834,0.23500161149224183,-0.5192052309956754,0.4246280401646834
ENSG00000272991,AF129408.1,0.0028227965153063707,1.6648826861913095,0.5106251015314042,0.0,-1.6648826861913095,0.5106251015314042
ENSG00000237373,BRWD1-IT1,0.0028227965153063707,0.6648826861913095,0.7846066190043426,0.0013352364289331922,-0.6648826861913095,0.7846066190043426
ENSG00000255568,BRWD1-AS2,0.0,-2.9200798145298448,0.08566788098668919,0.009346655002532345,2.9200798145298448,0.08566788098668919
ENSG00000205581,HMGN1,2.015476711928749,1.2939238458710691,0.0030357433699519506,0.8211704037939132,-1.2939238458710691,0.0030357433699519506
ENSG00000182093,GET1,0.07621550591327202,-0.18311422036363956,0.8544444716449413,0.08679036788065748,0.18311422036363956,0.8544444716449413
ENSG00000157578,LCA5L,0.0014113982576531854,1.0799201854701543,0.6795320479323392,0.0,-1.0799201854701543,0.6795320479323392
ENSG00000185437,SH3BGR,0.015525380834185039,3.6648826861913095,0.009447479632131517,0.0,-3.6648826861913095,0.009447479632131517
ENSG00000182240,BACE2,0.05504453204847423,4.401848280357516,3.744157007994908e-06,0.0013352364289331922,-4.401848280357516,3.744157007994908e-06
ENSG00000183844,FAM3B,0.0,-0.9200798145298457,1.0,0.0013352364289331922,0.9200798145298457,1.0
ENSG00000183486,MX2,0.2215895264515501,-0.4428475536436578,0.5151331241831497,0.30176343293890145,0.4428475536436578,0.5151331241831497
ENSG00000157601,MX1,0.2596972794081861,0.4116293011501022,0.5740784844012401,0.19494451862424605,-0.4116293011501022,0.5740784844012401
ENSG00000141956,PRDM15,0.029639363410716893,0.29142429066386555,0.7823993460583952,0.024034255720797457,-0.29142429066386555,0.7823993460583952
ENSG00000227698,AP001619.1,0.0014113982576531854,1.0799201854701543,0.6795320479323392,0.0,-1.0799201854701543,0.6795320479323392
ENSG00000157617,C2CD2,0.016936779091838224,-0.5415681912761157,0.6795320479323392,0.025369492149730652,0.5415681912761157,0.6795320479323392
ENSG00000173276,ZBTB21,0.0479875407602083,0.1648090830566673,0.9286141093195113,0.04272756572586215,-0.1648090830566673,0.9286141093195113
ENSG00000237232,ZNF295-AS1,0.0014113982576531854,1.0799201854701543,0.6795320479323392,0.0,-1.0799201854701543,0.6795320479323392
ENSG00000177398,UMODL1,0.004234194772959556,2.0799201854701534,0.32170087283539495,0.0,-2.0799201854701534,0.32170087283539495
ENSG00000184385,UMODL1-AS1,0.0,-2.7274347365874494,0.14058762500387129,0.008011418573599154,2.7274347365874494,0.14058762500387129
ENSG00000160179,ABCG1,0.07198131114031245,1.973004981553642,0.0030357433699519506,0.0173580735761315,-1.973004981553642,0.0030357433699519506
ENSG00000160183,TMPRSS3,0.0028227965153063707,1.6648826861913095,0.5093078714000893,0.0,-1.6648826861913095,0.5093078714000893
ENSG00000160185,UBASH3A,0.11008906409694846,5.3837009336472565,1.9905058422462044e-11,0.0013352364289331922,-5.3837009336472565,1.9905058422462044e-11
ENSG00000160188,RSPH1,0.0,-0.9200798145298457,1.0,0.0013352364289331922,0.9200798145298457,1.0
ENSG00000160190,SLC37A1,0.11291186061225483,1.5617891932272063,0.007239092200014592,0.03738662001012938,-1.5617891932272063,0.007239092200014592
ENSG00000160191,PDE9A,0.019759575607144596,2.986810781078672,0.013253730286455273,0.0013352364289331922,-2.986810781078672,0.013253730286455273
ENSG00000160193,WDR4,0.0479875407602083,1.0392782009728077,0.18908681231565883,0.022699019291864266,-1.0392782009728077,0.18908681231565883
ENSG00000160194,NDUFV3,0.22017812819389693,-0.7650104180370125,0.15390388491074197,0.375201436530227,0.7650104180370125,0.15390388491074197
ENSG00000233056,ERVH48-1,0.0028227965153063707,0.6648826861913095,0.811744822203081,0.0013352364289331922,-0.6648826861913095,0.811744822203081
ENSG00000160199,PKNOX1,0.07056991288265926,0.1376356833264416,0.9286141093195113,0.06409134858879323,-0.1376356833264416,0.9286141093195113
ENSG00000160201,U2AF1,0.05081033727551467,-1.0856658802478205,0.08604489361439323,0.10948938717252175,1.0856658802478205,0.08604489361439323
ENSG00000286549,AP001631.2,0.0,-0.9200798145298457,1.0,0.0013352364289331922,0.9200798145298457,1.0
ENSG00000237989,LINC01679,0.0014113982576531854,0.07992018547015434,1.0,0.0013352364289331922,-0.07992018547015434,1.0
